Mineral Name (plain),IMA Chemistry,Crystal Systems,Paragenetic Modes
Allophane,Al2O3(SiO2)1.3-2.0·2.5-3.0H2O,,"Abiotic, Biotic, Secondary; Stage 3b: Earth's earliest hydrosphere, PM16 - Low-T aqueous alteration, Stage 4a: Earth's earliest continental crust, PM23 - Subaerial alteration, Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM50 - Coal and/or oil shale minerals"
Alloriite,"(Na,K,Ca)24(Na,Ca)4Ca4(Si,Al)48O96(SO4)4(SO3,CO3)2(OH,Cl)2(H2O,OH)4",hexagonal,"Abiotic, Primary, Secondary; Stage 4a: Earth's earliest continental crust, PM31 - Contact metamorphism, Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks"
Alluaivite,"Na19(Ca,Mn2+)6(Ti,Nb)3Si26O74Cl·2H2O",hexagonal,"Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks"
Alluaudite,☐NaMnFe3+2(PO4)3,monoclinic,"Abiotic, Primary, Secondary; Stage 4a: Earth's earliest continental crust, PM21 - Chemical precipitation, PM31 - Contact metamorphism, Stage 4b: Highly evolved igneous rocks, PM34 - Complex granite pegmatites"
Almagreraite,CuZnMn4+3O8,orthorhombic,
Almandine,Fe2+3Al2(SiO4)3,cubic,"Abiotic, Primary, Secondary; Stage 3a: Earth's earliest Hadean crust, PM8 - Mafic igneous rocks, Stage 4a: Earth's earliest continental crust, PM19 - Granitic intrusive rocks, PM26 - Hadean detrital minerals, Stage 4b: Highly evolved igneous rocks, PM36 - Carbonatites & kimberlites, Stage 5: Initiation of plate tectonics, PM38 - Ophiolites, PM40 - Regional metamorphism"
Almarudite,"K(☐,Na)2(Mn,Fe,Mg)2[(Be,Al)3Si12]O30",hexagonal,"Abiotic, Secondary; Stage 4a: Earth's earliest continental crust, PM31 - Contact metamorphism"
Almeidaite,"PbZn2(Mn,Y)(Ti,Fe3+)18O36(OH,O)2",hexagonal,"Abiotic, Primary, Secondary; Stage 4a: Earth's earliest continental crust, PM23 - Subaerial alteration, PM32 - Ba-Mn-Pb-Zn metamorphics, Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks"
Alnaperboeite-(Ce),(CaCe2.5Na0.5)(Al4)(Si2O7)(SiO4)3O(OH)2,monoclinic,"Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM34 - Complex granite pegmatites"
Alpeite,Ca4Mn3+2Al2(Mn3+Mg)(SiO4)2(Si3O10)(VO4)(OH)6,orthorhombic,"Abiotic; Stage 4a: Earth's earliest continental crust, PM32 - Ba-Mn-Pb-Zn metamorphics"
Alpersite,Mg(SO4)·7H2O,monoclinic,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM45 - Oxidized fumarolic minerals, PM47 - Low-T subaerial oxidative hydration/weathering, Stage 10b: Anthropogenic minerals, PM55 - Anthropogenic mine minerals"
Alsakharovite-Zn,"NaSrKZn(Ti,Nb)4(Si4O12)2(O,OH)4·7H2O",monoclinic,"Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks"
Alstonite,BaCa(CO3)2,"hexagonal, orthorhombic, triclinic","Abiotic, Primary, Secondary; Stage 4a: Earth's earliest continental crust, PM23 - Subaerial alteration, PM32 - Ba-Mn-Pb-Zn metamorphics, Stage 4b: Highly evolved igneous rocks, PM36 - Carbonatites & kimberlites"
Altaite,PbTe,cubic,"Abiotic, Primary, Secondary; Stage 2: Planetesimal differentiation & alteration, PM6 - Secondary asteroid phases, Stage 4a: Earth's earliest continental crust, PM33 - Hydrothermal metal deposits"
Alterite,Zn2Fe3+4(SO4)4(C2O4)2(OH)4·17H2O,monoclinic,"Biotic, Secondary; Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM53 - Other minerals with taphonomic origins"
Althausite,"Mg4(PO4)2(OH,O)(F,☐)",orthorhombic,"Abiotic, Primary, Secondary; Stage 4a: Earth's earliest continental crust, PM31 - Contact metamorphism, Stage 4b: Highly evolved igneous rocks, PM34 - Complex granite pegmatites, Stage 5: Initiation of plate tectonics, PM38 - Ophiolites"
Althupite,AlTh(UO2)7(PO4)4O2(OH)5·15H2O,triclinic,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
Altisite,Na3K6Ti2Al2Si8O26Cl3,monoclinic,"Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks"
Aluminite,Al2(SO4)(OH)4·7H2O,monoclinic,"Abiotic, Biotic, Primary, Secondary; Stage 4a: Earth's earliest continental crust, PM21 - Chemical precipitation, Stage 7: Great Oxidation Event, PM45 - Oxidized fumarolic minerals, PM47 - Low-T subaerial oxidative hydration/weathering, Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM50 - Coal and/or oil shale minerals, Stage 10b: Anthropogenic minerals, PM54 - Coal and other mine fire minerals"
Aluminium,Al,cubic,"Abiotic, Primary, Secondary; Stage 3a: Earth's earliest Hadean crust, PM8 - Mafic igneous rocks, PM9 - Lava/xenolith minerals, Stage 4a: Earth's earliest continental crust, PM30 - Terrestrial impact minerals, Stage 4b: Highly evolved igneous rocks, PM36 - Carbonatites & kimberlites, Stage 5: Initiation of plate tectonics, PM38 - Ophiolites"
Aluminoceladonite,"K(Mg,Fe2+)Al(Si4O10)(OH)2","hexagonal, monoclinic","Abiotic, Secondary; Stage 3b: Earth's earliest hydrosphere, PM16 - Low-T aqueous alteration, Stage 4a: Earth's earliest continental crust, PM22 - Near-surface hydration, Stage 5: Initiation of plate tectonics, PM39 - High-P metamorphism"
Aluminocerite-(CeCa),(Ce6Ca3)☐Al(SiO4)3(SiO3OH)4(OH)3,hexagonal,"Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks, PM36 - Carbonatites & kimberlites"
Aluminocopiapite,"(Al,Mg)Fe3+4(SO4)6(OH,O)2·20H2O",triclinic,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM45 - Oxidized fumarolic minerals, PM47 - Low-T subaerial oxidative hydration/weathering, Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM50 - Coal and/or oil shale minerals, Stage 10b: Anthropogenic minerals, PM54 - Coal and other mine fire minerals"
Aluminocoquimbite,Al2Fe2(SO4)6(H2O)12·9H2O,hexagonal,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM45 - Oxidized fumarolic minerals, PM47 - Low-T subaerial oxidative hydration/weathering, Stage 10b: Anthropogenic minerals, PM55 - Anthropogenic mine minerals"
Aluminomagnesiohulsite,Mg2AlO2(BO3),monoclinic,"Abiotic, Secondary; Stage 4a: Earth's earliest continental crust, PM23 - Subaerial alteration"
Alumino-oxy-rossmanite,Al3Al6(Si5AlO18)(BO3)3(OH)3O,hexagonal,"Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM34 - Complex granite pegmatites"
Aluminopyracmonite,(NH4)3Al(SO4)3,hexagonal,"Biotic; Stage 7: Great Oxidation Event, PM45 - Oxidized fumarolic minerals, Stage 10b: Anthropogenic minerals, PM54 - Coal and other mine fire minerals"
Aluminosugilite,KNa2Al2Li3Si12O30,hexagonal,"Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM32 - Ba-Mn-Pb-Zn metamorphics, Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks"
Aluminotaipingite-(CeCa),(Ce6Ca3)Al(SiO4)3[SiO3(OH)]4F3,hexagonal,
Alum-(K),KAl(SO4)2·12H2O,cubic,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM45 - Oxidized fumarolic minerals, PM47 - Low-T subaerial oxidative hydration/weathering, Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM50 - Coal and/or oil shale minerals"
Alum-(Na),NaAl(SO4)2·12H2O,cubic,"Abiotic, Biotic, Primary, Secondary; Stage 3b: Earth's earliest hydrosphere, PM14 - Hot springs & geysers, Stage 7: Great Oxidation Event, PM45 - Oxidized fumarolic minerals, PM47 - Low-T subaerial oxidative hydration/weathering, Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM50 - Coal and/or oil shale minerals, Stage 10b: Anthropogenic minerals, PM54 - Coal and other mine fire minerals"
Alumoakermanite,"(Ca,Na)2(Al,Mg,Fe2+)(Si2O7)",tetragonal,"Abiotic, Biotic, Primary, Secondary; Stage 3a: Earth's earliest Hadean crust, PM8 - Mafic igneous rocks, Stage 4a: Earth's earliest continental crust, PM31 - Contact metamorphism, Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks, PM36 - Carbonatites & kimberlites, Stage 5: Initiation of plate tectonics, PM40 - Regional metamorphism, Stage 10b: Anthropogenic minerals, PM56 - Slag and smelter minerals"
Alumoedtollite,K2NaCu5AlO2(AsO4)4,triclinic,"Biotic; Stage 7: Great Oxidation Event, PM45 - Oxidized fumarolic minerals"
Alumohydrocalcite,CaAl2(CO3)2(OH)4·4H2O,triclinic,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
Alumoklyuchevskite,K3Cu2+3AlO2(SO4)4,monoclinic,"Biotic; Stage 7: Great Oxidation Event, PM45 - Oxidized fumarolic minerals"
Alumolukrahnite,CaCu2+Al(AsO4)2(OH)(H2O),triclinic,
Alumotantite,AlTaO4,orthorhombic,"Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM34 - Complex granite pegmatites"
Alumovesuvianite,Ca19Al(Al10Mg2)Si18O69(OH)9,tetragonal,"Abiotic, Primary, Secondary; Stage 3a: Earth's earliest Hadean crust, PM7 - Ultramafic igneous rocks, Stage 5: Initiation of plate tectonics, PM38 - Ophiolites"
Alunite,KAl3(SO4)2(OH)6,hexagonal,"Abiotic, Biotic, Secondary; Stage 7: Great Oxidation Event, PM45 - Oxidized fumarolic minerals, PM46 - Near-surface hydrothermal alterations, PM47 - Low-T subaerial oxidative hydration/weathering, Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM50 - Coal and/or oil shale minerals, Stage 10b: Anthropogenic minerals, PM54 - Coal and other mine fire minerals"
Alunogen,Al2(SO4)3(H2O)12·5H2O,triclinic,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM45 - Oxidized fumarolic minerals, PM47 - Low-T subaerial oxidative hydration/weathering, Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM50 - Coal and/or oil shale minerals, Stage 10b: Anthropogenic minerals, PM54 - Coal and other mine fire minerals, PM55 - Anthropogenic mine minerals"
Alvanite,Zn2+Al4(V5+O3)2(OH)12·2H2O,monoclinic,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
Alvesite,NaKZrSi6O15·2H2O,orthorhombic,
Alwilkinsite-(Y),Y(UO2)3(SO4)2O(OH)3(H2O)7·7H2O,orthorhombic,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering, Stage 10b: Anthropogenic minerals, PM55 - Anthropogenic mine minerals"
Amableite-(Ce),Na15[(Ce1.5Na1.5)Mn3]Mn2Zr3☐Si[Si24O69(OH)3](OH)2·H2O,hexagonal,
Amakinite,Fe(OH)2,hexagonal,"Abiotic, Secondary; Stage 2: Planetesimal differentiation & alteration, PM6 - Secondary asteroid phases"
Amamoorite,CaMn2+2Mn3+(Si2O7)O(OH),monoclinic,"Abiotic; Stage 4a: Earth's earliest continental crust, PM32 - Ba-Mn-Pb-Zn metamorphics"
Amarantite,Fe3+2O(SO4)2·7H2O,triclinic,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
Amarillite,NaFe3+(SO4)2·6H2O,monoclinic,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
Amaterasuite,Sr4Ti6Si4O23(OH)Cl,orthorhombic,
Amblygonite,LiAl(PO4)F,triclinic,"Abiotic, Biotic, Primary, Secondary; Stage 4b: Highly evolved igneous rocks, PM34 - Complex granite pegmatites, Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
Ambrinoite,"[K,(NH4)]2(As,Sb)6(Sb,As)2S13·H2O",triclinic,"Abiotic, Biotic, Primary, Secondary; Stage 4a: Earth's earliest continental crust, PM33 - Hydrothermal metal deposits, Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM53 - Other minerals with taphonomic origins"
Ameghinite,NaB3O3(OH)4,monoclinic,"Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM25 - Evaporites (prebiotic)"
Amesite,Mg2Al(AlSiO5)(OH)4,"hexagonal, triclinic","Abiotic, Secondary; Stage 5: Initiation of plate tectonics, PM40 - Regional metamorphism"
Amgaite,Tl3+2Te6+O6,hexagonal,"Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM33 - Hydrothermal metal deposits"
Amicite,K2Na2(Al4Si4O16)·5H2O,monoclinic,"Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks"
Aminoffite,Ca3(BeOH)2Si3O10,tetragonal,"Abiotic, Primary, Secondary; Stage 4a: Earth's earliest continental crust, PM23 - Subaerial alteration, PM31 - Contact metamorphism, Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks"
Ammineite,CuCl2·2NH3,orthorhombic,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM45 - Oxidized fumarolic minerals, Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM52 - Guano- and urine-derived minerals"
Ammonioalunite,(NH4)Al3(SO4)2(OH)6,hexagonal,"Abiotic, Biotic, Primary, Secondary; Stage 3b: Earth's earliest hydrosphere, PM14 - Hot springs & geysers, Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM49 - Oxic cellular biomineralization, PM50 - Coal and/or oil shale minerals, Stage 10b: Anthropogenic minerals, PM54 - Coal and other mine fire minerals"
Ammonioborite,(NH4)3B15O20(OH)8·4H2O,monoclinic,"Abiotic, Biotic, Primary; Stage 4a: Earth's earliest continental crust, PM25 - Evaporites (prebiotic), Stage 10b: Anthropogenic minerals, PM55 - Anthropogenic mine minerals, PM57 - Other minerals formed by human processes"
Ammoniojarosite,(NH4)Fe3+3(SO4)2(OH)6,hexagonal,"Biotic; Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM50 - Coal and/or oil shale minerals, Stage 10b: Anthropogenic minerals, PM54 - Coal and other mine fire minerals, PM55 - Anthropogenic mine minerals"
Ammoniolasalite,[(NH4)2Mg2(H2O)20]·[V10O28],monoclinic,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering, Stage 10b: Anthropogenic minerals, PM55 - Anthropogenic mine minerals"
Ammonioleucite,(NH4)(AlSi2O6),tetragonal,"Abiotic, Secondary; Stage 3b: Earth's earliest hydrosphere, PM16 - Low-T aqueous alteration, Stage 4a: Earth's earliest continental crust, PM23 - Subaerial alteration"
Ammoniomagnesiovoltaite,(NH4)2Mg5Fe3+3Al(SO4)12·18H2O,cubic,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering, Stage 10b: Anthropogenic minerals, PM55 - Anthropogenic mine minerals"
Ammoniomathesiusite,(NH4)5(UO2)4(SO4)4(VO5)·4H2O,tetragonal,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering, Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM53 - Other minerals with taphonomic origins"
Ammoniotinsleyite,(NH4)Al2(PO4)2(OH)·2H2O,monoclinic,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
Ammoniovoltaite,(NH4)2Fe2+5Fe3+3Al(SO4)12(H2O)18,cubic,"Biotic; Stage 7: Great Oxidation Event, PM45 - Oxidized fumarolic minerals"
Ammoniozippeite,(NH4)2[(UO2)2(SO4)O2]·H2O,orthorhombic,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering, Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM53 - Other minerals with taphonomic origins"
Amoraite,Ca12Al6(OH)36(CO3)2(SO3)·15H2O,triclinic,
Amstallite,"CaAl[(Al,Si)4O8(OH)2](OH)2·(H2O,Cl)",monoclinic,"Abiotic, Secondary; Stage 5: Initiation of plate tectonics, PM40 - Regional metamorphism"
Amurselite,(NH4)2(UO2)5(SeO3)3O2(OH)2(H2O)·8H2O,triclinic,
Analcime,Na(AlSi2O6)·H2O,"hexagonal, monoclinic, orthorhombic, cubic, tetragonal","Abiotic, Primary, Secondary; Stage 3a: Earth's earliest Hadean crust, PM8 - Mafic igneous rocks, PM9 - Lava/xenolith minerals, PM10 - Basalt-hosted zeolite minerals, Stage 3b: Earth's earliest hydrosphere, PM14 - Hot springs & geysers, PM16 - Low-T aqueous alteration, PM17 - Marine authigenic Hadean minerals, Stage 4a: Earth's earliest continental crust, PM24 - Authigenic minerals in terrestrial sediments, PM25 - Evaporites (prebiotic), Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks"
Anandite,BaFe2+3(Si3Fe3+)O10S(OH),"orthorhombic, monoclinic","Abiotic, Biotic, Secondary; Stage 4a: Earth's earliest continental crust, PM31 - Contact metamorphism, Stage 10b: Anthropogenic minerals, PM56 - Slag and smelter minerals"
Anapaite,Ca2Fe2+(PO4)2·4H2O,triclinic,"Abiotic, Biotic, Primary, Secondary; Stage 4a: Earth's earliest continental crust, PM24 - Authigenic minerals in terrestrial sediments, PM25 - Evaporites (prebiotic), Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM53 - Other minerals with taphonomic origins"
Anastasenkoite,CaFe2+P2O7,triclinic,"Biotic; Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM51 - Pyrometamorphic minerals"
Anatase,TiO2,tetragonal,"Abiotic, Biotic, Primary, Secondary; Stage 3b: Earth's earliest hydrosphere, PM14 - Hot springs & geysers, Stage 4a: Earth's earliest continental crust, PM23 - Subaerial alteration, PM24 - Authigenic minerals in terrestrial sediments, PM26 - Hadean detrital minerals, Stage 4b: Highly evolved igneous rocks, PM34 - Complex granite pegmatites, PM35 - Ultra-alkali and agpaitic igneous rocks, PM36 - Carbonatites & kimberlites, Stage 5: Initiation of plate tectonics, PM40 - Regional metamorphism, Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM48 - Soil leaching zone minerals, PM49 - Oxic cellular biomineralization"
Anatolygurbanovite,SrCa2Si3O9,triclinic,
Anatolyite,"Na6(Ca,Na)(Mg,Fe3+)3Al(AsO4)6",hexagonal,"Biotic; Stage 7: Great Oxidation Event, PM45 - Oxidized fumarolic minerals"
Ancylite-(Ce),CeSr(CO3)2(OH)·H2O,orthorhombic,"Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks, PM36 - Carbonatites & kimberlites"
Ancylite-(La),LaSr(CO3)2(OH)·H2O,orthorhombic,"Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks, PM36 - Carbonatites & kimberlites"
Andalusite,Al2SiO5,orthorhombic,"Abiotic, Primary, Secondary; Stage 4a: Earth's earliest continental crust, PM19 - Granitic intrusive rocks, PM23 - Subaerial alteration, PM26 - Hadean detrital minerals, Stage 4b: Highly evolved igneous rocks, PM34 - Complex granite pegmatites, Stage 5: Initiation of plate tectonics, PM40 - Regional metamorphism"
Andersonite,Na2Ca(UO2)(CO3)3·5-6H2O,hexagonal,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering, Stage 10b: Anthropogenic minerals, PM55 - Anthropogenic mine minerals"
Andradite,Ca3Fe3+2(SiO4)3,"triclinic, cubic","Abiotic, Biotic, Primary, Secondary; Stage 2: Planetesimal differentiation & alteration, PM6 - Secondary asteroid phases, Stage 4a: Earth's earliest continental crust, PM26 - Hadean detrital minerals, PM31 - Contact metamorphism, Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks, PM36 - Carbonatites & kimberlites, Stage 5: Initiation of plate tectonics, PM40 - Regional metamorphism, Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM51 - Pyrometamorphic minerals"
Andreadiniite,CuHgAg7Pb7Sb24S48,monoclinic,"Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM33 - Hydrothermal metal deposits"
Andremeyerite,BaFe2+2(Si2O7),"orthorhombic, monoclinic","Abiotic, Biotic, Primary; Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks, Stage 10b: Anthropogenic minerals, PM56 - Slag and smelter minerals"
Andreybulakhite,Ni(C2O4)·2H2O,monoclinic,
Andreyivanovite,FeCrP,orthorhombic,"Abiotic, Secondary; Stage 2: Planetesimal differentiation & alteration, PM6 - Secondary asteroid phases"
Andrianovite,"Na12(K,Sr,Ce)3Ca6Mn3Zr3Nb(Si25O73)(O,H2O,OH)5",hexagonal,"Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks"
Andrieslombaardite,RhSbS,cubic,
Anduoite,RuAs2,orthorhombic,"Abiotic, Primary, Secondary; Stage 2: Planetesimal differentiation & alteration, PM6 - Secondary asteroid phases, Stage 4a: Earth's earliest continental crust, PM33 - Hydrothermal metal deposits"
Andychristyite,PbCu2+Te6+O5(H2O),triclinic,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
Andymcdonaldite,Fe2TeO6,tetragonal,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
Andyrobertsite,KCdCu5(AsO4)4[As(OH)2O2]·2H2O,monoclinic,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
Angarfite,NaFe3+5(PO4)4(OH)4·4H2O,orthorhombic,"Abiotic, Primary, Secondary; Stage 4a: Earth's earliest continental crust, PM23 - Subaerial alteration, Stage 4b: Highly evolved igneous rocks, PM34 - Complex granite pegmatites"
Angastonite,CaMgAl2(PO4)2(OH)4·7H2O,triclinic,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
Angelaite,Cu2AgPbBiS4,orthorhombic,"Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM33 - Hydrothermal metal deposits"
Angelellite,Fe3+4O3(AsO4)2,triclinic,"Abiotic, Secondary; Stage 7: Great Oxidation Event, PM46 - Near-surface hydrothermal alterations"
Anglesite,Pb(SO4),orthorhombic,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM45 - Oxidized fumarolic minerals, PM47 - Low-T subaerial oxidative hydration/weathering, Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM50 - Coal and/or oil shale minerals, Stage 10b: Anthropogenic minerals, PM54 - Coal and other mine fire minerals"
Anhydrite,Ca(SO4),orthorhombic,"Abiotic, Biotic, Primary, Secondary; Stage 2: Planetesimal differentiation & alteration, PM6 - Secondary asteroid phases, Stage 3b: Earth's earliest hydrosphere, PM14 - Hot springs & geysers, Stage 4a: Earth's earliest continental crust, PM20 - Acidic volcanic rocks, PM25 - Evaporites (prebiotic), Stage 5: Initiation of plate tectonics, PM40 - Regional metamorphism, Stage 7: Great Oxidation Event, PM45 - Oxidized fumarolic minerals, PM46 - Near-surface hydrothermal alterations, Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM50 - Coal and/or oil shale minerals, Stage 10b: Anthropogenic minerals, PM54 - Coal and other mine fire minerals"
Anhydrokainite,KMg(SO4)Cl,hexagonal,"Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM25 - Evaporites (prebiotic)"
Anilite,Cu7S4,orthorhombic,"Abiotic, Primary, Secondary; Stage 4a: Earth's earliest continental crust, PM23 - Subaerial alteration, PM33 - Hydrothermal metal deposits"
Ankerite,"Ca(Fe2+,Mg)(CO3)2",hexagonal,"Abiotic, Biotic, Primary, Secondary; Stage 3b: Earth's earliest hydrosphere, PM17 - Marine authigenic Hadean minerals, Stage 4a: Earth's earliest continental crust, PM23 - Subaerial alteration, PM25 - Evaporites (prebiotic), PM31 - Contact metamorphism, Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks, PM36 - Carbonatites & kimberlites, Stage 5: Initiation of plate tectonics, PM40 - Regional metamorphism, Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM50 - Coal and/or oil shale minerals, Stage 10b: Anthropogenic minerals, PM54 - Coal and other mine fire minerals"
