name,formula,elements,density,color,crystal,pm_ids,gacha_weight
Camgasite,CaMg(AsO4)(OH)·5H2O,"{""Ca"": 1.0, ""Mg"": 1.0, ""As"": 1.0, ""O"": 10.0, ""H"": 11.0}",310.383,#FFFFFF,monoclinic,{47},1998.0
Caminite,Mg7(SO4)5(OH)4·H2O,"{""Mg"": 7.0, ""S"": 5.0, ""O"": 25.0, ""H"": 6.0}",736.458,#FFFFFF,tetragonal,"{15,50,54}",539.0
Canaphite,Na2CaP2O7·4H2O,"{""Na"": 2.0, ""Ca"": 1.0, ""P"": 2.0, ""O"": 11.0, ""H"": 8.0}",332.059,#FFFFFF,monoclinic,"{25,57}",259.0
Canasite,K3Na3Ca5Si12O30(OH)4,"{""K"": 3.0, ""Na"": 3.0, ""Ca"": 5.0, ""Si"": 12.0, ""O"": 34.0, ""H"": 4.0}",1271.672,#FFFFFF,monoclinic,{35},726.0
Canavesite,Mg2(HBO3)(CO3)·5H2O,"{""Mg"": 2.0, ""H"": 11.0, ""B"": 1.0, ""O"": 11.0, ""C"": 1.0}",258.508,#FFFFFF,monoclinic,"{47,55}",2262.0
Cancrisilite,Na7(Si7Al5)O24(CO3)·3H2O,"{""Na"": 7.0, ""Si"": 7.0, ""Al"": 5.0, ""O"": 30.0, ""C"": 1.0, ""H"": 6.0}",990.464,#FFFFFF,hexagonal,{35},726.0
Cannizzarite,Pb8Bi10S23,"{""Pb"": 8.0, ""Bi"": 10.0, ""S"": 23.0}",4484.78,#708090,monoclinic,"{11,12,33,45}",1386.0
Cannonite,Bi2O(SO4)(OH)2,"{""Bi"": 2.0, ""O"": 7.0, ""S"": 1.0, ""H"": 2.0}",564.029,#FFFFFF,monoclinic,{47},1998.0
Canosioite,Ba2Fe3+(AsO4)2(OH),"{""Ba"": 2.0, ""Fe"": 1.0, ""As"": 2.0, ""O"": 9.0, ""H"": 1.0}",625.348,#556B2F,monoclinic,"{22,32,47}",2657.0
Caoxite,Ca(C2O4)·3H2O,"{""Ca"": 1.0, ""C"": 2.0, ""O"": 7.0, ""H"": 6.0}",182.141,#FFFFFF,triclinic,{53},117.0
Capgaronnite,AgHgClS,"{""Ag"": 1.0, ""Hg"": 1.0, ""Cl"": 1.0, ""S"": 1.0}",375.97,#A9A9A9,orthorhombic,"{33,47}",2795.0
Cappelenite-(Y),BaY6B6Si3O24F2,"{""Ba"": 1.0, ""Y"": 6.0, ""B"": 6.0, ""Si"": 3.0, ""O"": 24.0, ""F"": 2.0}",1241.853,#FFFFFF,hexagonal,"{19,23,35}",1267.0
Capranicaite,KCaNaAl4B4Si2O18,"{""K"": 1.0, ""Ca"": 1.0, ""Na"": 1.0, ""Al"": 4.0, ""B"": 4.0, ""Si"": 2.0, ""O"": 18.0}",597.486,#FFFFFF,monoclinic,"{9,10}",234.0
Caracolite,Na2(Pb2Na)(SO4)3Cl,"{""Na"": 3.0, ""Pb"": 2.0, ""S"": 3.0, ""O"": 12.0, ""Cl"": 1.0}",806.988,#FFFFFF,monoclinic,{47},1998.0
Carboborite,Ca2Mg[B(OH)4]2(CO3)2·4H2O,"{""Ca"": 2.0, ""Mg"": 1.0, ""B"": 2.0, ""O"": 18.0, ""H"": 16.0, ""C"": 2.0}",454.213,#FFFFFF,monoclinic,{25},210.0
Carbobystrite,Na8(Al6Si6O24)(CO3)·4H2O,"{""Na"": 8.0, ""Al"": 6.0, ""Si"": 6.0, ""O"": 31.0, ""C"": 1.0, ""H"": 8.0}",1030.366,#FFFFFF,hexagonal,{35},726.0
Carbocalumite,Ca4Al2(OH)12(CO3)·6H2O,"{""Ca"": 4.0, ""Al"": 2.0, ""O"": 21.0, ""H"": 24.0, ""C"": 1.0}",586.458,#FFFFFF,hexagonal,{47},1998.0
Carboferriphoxite,[(NH4)K(H2CO3)][Fe3+(HPO4)(H2PO4)(C2O4)],"{""N"": 1.0, ""H"": 9.0, ""K"": 1.0, ""C"": 3.0, ""O"": 15.0, ""Fe"": 1.0, ""P"": 2.0}",455.988,#556B2F,triclinic,{},1.0
Carboirite,Fe2+Al2GeO5(OH)2,"{""Fe"": 1.0, ""Al"": 2.0, ""Ge"": 1.0, ""O"": 7.0, ""H"": 2.0}",296.448,#556B2F,triclinic,{33},797.0
Carbonatecyanotrichite,Cu4Al2(CO3)(OH)12·2H2O,"{""Cu"": 4.0, ""Al"": 2.0, ""C"": 1.0, ""O"": 17.0, ""H"": 16.0}",608.27,#FFFFFF,unknown,{47},1998.0
Caresite,Fe2+4Al2(OH)12(CO3)·3H2O,"{""Fe"": 4.0, ""Al"": 2.0, ""O"": 18.0, ""H"": 18.0, ""C"": 1.0}",595.481,#556B2F,hexagonal,{35},726.0
Carletonmooreite,Ni3Si,"{""Ni"": 3.0, ""Si"": 1.0}",204.164,#7FFF00,cubic,{5},94.0
Carlfriesite,CaTe4+2Te6+O8,"{""Ca"": 1.0, ""Te"": 3.0, ""O"": 8.0}",550.87,#FFFFFF,monoclinic,{47},1998.0
Carlgieseckeite-(Nd),NaNdCa3(PO4)3F,"{""Na"": 1.0, ""Nd"": 1.0, ""Ca"": 3.0, ""P"": 3.0, ""O"": 12.0, ""F"": 1.0}",591.372,#FFFFFF,hexagonal,{36},291.0
Carlhintzeite,Ca2AlF7·H2O,"{""Ca"": 2.0, ""Al"": 1.0, ""F"": 7.0, ""H"": 2.0, ""O"": 1.0}",258.139,#FFFFFF,triclinic,"{23,34}",962.0
Carlinite,Tl2S,"{""Tl"": 2.0, ""S"": 1.0}",440.82,#A9A9A9,hexagonal,"{23,33}",1195.0
Carlosbarbosaite,(UO2)2Nb2O6(OH)2·2H2O,"{""U"": 2.0, ""O"": 14.0, ""Nb"": 2.0, ""H"": 6.0}",891.906,#FFFFFF,orthorhombic,"{34,47}",2562.0
Carlosruizite,K3Na2Na3Mg5(IO3)6(SeO4)6·6H2O,"{""K"": 3.0, ""Na"": 5.0, ""Mg"": 5.0, ""I"": 6.0, ""O"": 48.0, ""Se"": 6.0, ""H"": 12.0}",2369.043,#FFFFFF,hexagonal,{25},210.0
Carlsbergite,CrN,"{""Cr"": 1.0, ""N"": 1.0}",66.003,#228B22,cubic,{5},94.0
Carlsonite,(NH4)5Fe3+3O(SO4)6·7H2O,"{""N"": 5.0, ""H"": 34.0, ""Fe"": 3.0, ""O"": 32.0, ""S"": 6.0}",976.17,#556B2F,triclinic,{54},234.0
Carmeltazite,ZrAl2Ti4O11,"{""Zr"": 1.0, ""Al"": 2.0, ""Ti"": 4.0, ""O"": 11.0}",512.645,#FFFFFF,orthorhombic,"{8,9}",220.0
Carminite,PbFe3+2(AsO4)2(OH)2,"{""Pb"": 1.0, ""Fe"": 2.0, ""As"": 2.0, ""O"": 10.0, ""H"": 2.0}",630.74,#556B2F,orthorhombic,{47},1998.0
Carnallite,KMgCl3·6H2O,"{""K"": 1.0, ""Mg"": 1.0, ""Cl"": 3.0, ""H"": 12.0, ""O"": 6.0}",277.843,#FFFFFF,orthorhombic,"{25,45}",634.0
Carnotite,K2(UO2)2(VO4)2·3H2O,"{""K"": 2.0, ""U"": 2.0, ""O"": 15.0, ""V"": 2.0, ""H"": 6.0}",902.173,#FFFFFF,monoclinic,"{47,53}",2115.0
Carobbiite,KF,"{""K"": 1.0, ""F"": 1.0}",58.096,#FFFFFF,cubic,"{45,50,54}",931.0
Carpathite,C24H12,"{""C"": 24.0, ""H"": 12.0}",300.36,#FFFFFF,monoclinic,"{14,53}",178.0
Carraraite,Ca3Ge(SO4)(CO3)(OH)6·12H2O,"{""Ca"": 3.0, ""Ge"": 1.0, ""S"": 1.0, ""O"": 25.0, ""C"": 1.0, ""H"": 30.0}",667.15,#FFFFFF,hexagonal,"{23,46}",450.0
Carrollite,CuCo2S4,"{""Cu"": 1.0, ""Co"": 2.0, ""S"": 4.0}",309.652,#A9A9A9,cubic,"{33,37}",932.0
Cascandite,CaScSi3O8(OH),"{""Ca"": 1.0, ""Sc"": 1.0, ""Si"": 3.0, ""O"": 9.0, ""H"": 1.0}",314.288,#FFFFFF,triclinic,{19},143.0
Cassagnaite,Ca4Fe3+4V3+2(OH)6O2(Si3O10)(SiO4)2,"{""Ca"": 4.0, ""Fe"": 4.0, ""V"": 2.0, ""O"": 26.0, ""H"": 6.0, ""Si"": 5.0}",1048.023,#556B2F,orthorhombic,{32},412.0
Cassedanneite,Pb5(VO4)2(CrO4)2·H2O,"{""Pb"": 5.0, ""V"": 2.0, ""O"": 17.0, ""Cr"": 2.0, ""H"": 2.0}",1515.875,#FFFFFF,monoclinic,{47},1998.0
Cassidyite,Ca2Ni(PO4)2·2H2O,"{""Ca"": 2.0, ""Ni"": 1.0, ""P"": 2.0, ""O"": 10.0, ""H"": 4.0}",364.819,#FFFFFF,triclinic,{47},1998.0
Caswellsilverite,NaCrS2,"{""Na"": 1.0, ""Cr"": 1.0, ""S"": 2.0}",139.106,#A9A9A9,hexagonal,"{4,5}",141.0
Catalanoite,Na2(HPO4)·8H2O,"{""Na"": 2.0, ""H"": 17.0, ""P"": 1.0, ""O"": 12.0}",286.078,#FFFFFF,orthorhombic,{25},210.0
Catamarcaite,Cu6GeWS8,"{""Cu"": 6.0, ""Ge"": 1.0, ""W"": 1.0, ""S"": 8.0}",894.226,#A9A9A9,hexagonal,{33},797.0
Catapleiite,Na2Zr(Si3O9)·2H2O,"{""Na"": 2.0, ""Zr"": 1.0, ""Si"": 3.0, ""O"": 11.0, ""H"": 4.0}",401.48,#FFFFFF,monoclinic,{35},726.0
Cattierite,CoS2,"{""Co"": 1.0, ""S"": 2.0}",123.053,#A9A9A9,cubic,{12},129.0
Cattiite,Mg3(PO4)2·22H2O,"{""Mg"": 3.0, ""P"": 2.0, ""O"": 30.0, ""H"": 44.0}",659.185,#FFFFFF,triclinic,"{36,47,55}",2553.0
Cavansite,Ca(V4+O)(Si4O10)·4H2O,"{""Ca"": 1.0, ""V"": 1.0, ""O"": 15.0, ""Si"": 4.0, ""H"": 8.0}",451.409,#FFFFFF,orthorhombic,"{10,16,23}",588.0
Cavoite,CaV3O7,"{""Ca"": 1.0, ""V"": 3.0, ""O"": 7.0}",304.897,#FFFFFF,orthorhombic,"{40,47}",2317.0
Cayalsite-(Y),CaY6Al2Si4O18F6,"{""Ca"": 1.0, ""Y"": 6.0, ""Al"": 2.0, ""Si"": 4.0, ""O"": 18.0, ""F"": 6.0}",1141.788,#FFFFFF,monoclinic,{34},564.0
Cebaite-(Ce),Ba3Ce2(CO3)5F2,"{""Ba"": 3.0, ""Ce"": 2.0, ""C"": 5.0, ""O"": 15.0, ""F"": 2.0}",1030.266,#FFFFFF,monoclinic,"{35,36}",1017.0
Cebollite,Ca5Al2(SiO4)3(OH)4,"{""Ca"": 5.0, ""Al"": 2.0, ""Si"": 3.0, ""O"": 16.0, ""H"": 4.0}",598.625,#FFFFFF,unknown,"{7,10,36,47}",2519.0
Cechite,PbFe2+(VO4)(OH),"{""Pb"": 1.0, ""Fe"": 1.0, ""V"": 1.0, ""O"": 5.0, ""H"": 1.0}",394.99,#556B2F,orthorhombic,"{32,47}",2410.0
Cejkaite,Na4(UO2)(CO3)3,"{""Na"": 4.0, ""U"": 1.0, ""O"": 11.0, ""C"": 3.0}",542.012,#FFFFFF,monoclinic,{47},1998.0
Celadonite,KMgFe3+Si4O10(OH)2,"{""K"": 1.0, ""Mg"": 1.0, ""Fe"": 1.0, ""Si"": 4.0, ""O"": 12.0, ""H"": 2.0}",425.592,#556B2F,monoclinic,"{16,22,32,47}",2740.0
Celestine,Sr(SO4),"{""Sr"": 1.0, ""S"": 1.0, ""O"": 4.0}",183.676,#FFFF00,orthorhombic,"{14,21,23,24,25,49}",899.0
Celsian,Ba(Al2Si2O8),"{""Ba"": 1.0, ""Al"": 2.0, ""Si"": 2.0, ""O"": 8.0}",375.456,#FFFFFF,monoclinic,"{5,32,50}",779.0
Cerchiaraite-(Al),Ba4Al4(Si4O12)O2(OH)4Cl2[Si2O3(OH)4],"{""Ba"": 4.0, ""Al"": 4.0, ""Si"": 6.0, ""O"": 25.0, ""H"": 8.0, ""Cl"": 2.0}",1304.697,#FFFFFF,tetragonal,{23},398.0
Cerchiaraite-(Fe),Ba4Fe3+4(Si4O12)O2(OH)4Cl2[Si2O3(OH)4],"{""Ba"": 4.0, ""Fe"": 4.0, ""Si"": 6.0, ""O"": 25.0, ""H"": 8.0, ""Cl"": 2.0}",1420.149,#556B2F,tetragonal,{23},398.0
Cerianite-(Ce),CeO2,"{""Ce"": 1.0, ""O"": 2.0}",172.118,#FFFFFF,cubic,{35},726.0
Cerium,Ce,"{""Ce"": 1.0}",140.12,#FFFFFF,hexagonal,{26},250.0
Cerromojonite,CuPbBiSe3,"{""Cu"": 1.0, ""Pb"": 1.0, ""Bi"": 1.0, ""Se"": 3.0}",716.639,#FFFFFF,orthorhombic,{33},797.0
Ceruleite,CuAl4(AsO4)2(OH)8(H2O)4,"{""Cu"": 1.0, ""Al"": 4.0, ""As"": 2.0, ""O"": 20.0, ""H"": 16.0}",657.426,#FFFFFF,triclinic,{47},1998.0
Cerussite,Pb(CO3),"{""Pb"": 1.0, ""C"": 1.0, ""O"": 3.0}",267.208,#FFFFFF,orthorhombic,"{45,47,57}",2471.0
Cervantite,Sb3+Sb5+O4,"{""Sb"": 2.0, ""O"": 4.0}",307.516,#A9A9A9,orthorhombic,{47},1998.0
Cervelleite,Ag4TeS,"{""Ag"": 4.0, ""Te"": 1.0, ""S"": 1.0}",591.14,#A9A9A9,cubic,{33},797.0
Cesanite,Ca2Na3(SO4)3OH,"{""Ca"": 2.0, ""Na"": 3.0, ""S"": 3.0, ""O"": 13.0, ""H"": 1.0}",454.301,#FFFFFF,hexagonal,{46},52.0
Cesarferreiraite,Fe2+Fe3+2(AsO4)2(OH)2·8H2O,"{""Fe"": 3.0, ""As"": 2.0, ""O"": 18.0, ""H"": 18.0}",623.505,#556B2F,triclinic,"{34,46}",616.0
Cesbronite,Cu3Te6+O4(OH)4,"{""Cu"": 3.0, ""Te"": 1.0, ""O"": 8.0, ""H"": 4.0}",450.262,#FFFFFF,orthorhombic,{47},1998.0
Cesiodymite,CsKCu5O(SO4)5,"{""Cs"": 1.0, ""K"": 1.0, ""Cu"": 5.0, ""O"": 21.0, ""S"": 5.0}",986.017,#FFFFFF,triclinic,{45},424.0
Cesplumtantite,Cs2Pb3Ta8O24,"{""Cs"": 2.0, ""Pb"": 3.0, ""Ta"": 8.0, ""O"": 24.0}",2718.996,#FFFFFF,tetragonal,{34},564.0
Cetineite,NaK5Sb14S6O18(H2O)6,"{""Na"": 1.0, ""K"": 5.0, ""Sb"": 14.0, ""S"": 6.0, ""O"": 24.0, ""H"": 12.0}",2511.552,#FFFFFF,hexagonal,"{47,56}",2141.0
Chabazite-Ca,Ca2[Al4Si8O24]·13H2O,"{""Ca"": 2.0, ""Al"": 4.0, ""Si"": 8.0, ""O"": 37.0, ""H"": 26.0}",1030.935,#FFFFFF,triclinic,"{9,10,17,22,24,40}",925.0
Chabazite-Na,(Na3K)[Al4Si8O24]·11H2O,"{""Na"": 3.0, ""K"": 1.0, ""Al"": 4.0, ""Si"": 8.0, ""O"": 35.0, ""H"": 22.0}",1022.817,#FFFFFF,triclinic,"{9,10,17,22,24,40}",925.0
Chadwickite,(UO2)(HAsO3),"{""U"": 1.0, ""O"": 5.0, ""H"": 1.0, ""As"": 1.0}",393.955,#FFFFFF,tetragonal,{47},1998.0
Chalcanthite,Cu(SO4)·5H2O,"{""Cu"": 1.0, ""S"": 1.0, ""O"": 9.0, ""H"": 10.0}",249.677,#FFFFFF,triclinic,"{45,47,50,54,55}",3193.0
Chalcoalumite,CuAl4(SO4)(OH)12·3H2O,"{""Cu"": 1.0, ""Al"": 4.0, ""S"": 1.0, ""O"": 19.0, ""H"": 18.0}",525.659,#FFFFFF,monoclinic,{47},1998.0
Chalcocite,Cu2S,"{""Cu"": 2.0, ""S"": 1.0}",159.152,#A9A9A9,cubic,"{12,15,33,47,50,51,53,54}",3708.0
Chalcocyanite,Cu(SO4),"{""Cu"": 1.0, ""S"": 1.0, ""O"": 4.0}",159.602,#00BFFF,orthorhombic,"{45,50,54}",931.0
Chalcomenite,Cu(Se4+O3)·2H2O,"{""Cu"": 1.0, ""Se"": 1.0, ""O"": 5.0, ""H"": 4.0}",226.544,#FFFFFF,orthorhombic,{47},1998.0
Chalconatronite,Na2Cu(CO3)2·3H2O,"{""Na"": 2.0, ""Cu"": 1.0, ""C"": 2.0, ""O"": 9.0, ""H"": 6.0}",283.587,#FFFFFF,monoclinic,"{47,57}",2047.0
Chalcophyllite,Cu18Al2(AsO4)4(SO4)3(OH)24·36H2O,"{""Cu"": 18.0, ""Al"": 2.0, ""As"": 4.0, ""O"": 88.0, ""S"": 3.0, ""H"": 96.0}",3098.34,#FFFFFF,hexagonal,{47},1998.0
Chalcopyrite,CuFeS2,"{""Cu"": 1.0, ""Fe"": 1.0, ""S"": 2.0}",183.511,#DAA520,cubic,"{8,11,12,15,19,32,33,34,37,50,51,54}",2976.0
Chalcosiderite,CuFe3+6(PO4)4(OH)8·4H2O,"{""Cu"": 1.0, ""Fe"": 6.0, ""P"": 4.0, ""O"": 28.0, ""H"": 16.0}",986.612,#556B2F,triclinic,{47},1998.0
Chalcostibite,CuSbS2,"{""Cu"": 1.0, ""Sb"": 1.0, ""S"": 2.0}",249.426,#A9A9A9,orthorhombic,{33},797.0
Challacolloite,KPb2Cl5,"{""K"": 1.0, ""Pb"": 2.0, ""Cl"": 5.0}",630.748,#FFFFFF,monoclinic,"{23,45}",822.0
Changbaiite,PbNb2O6,"{""Pb"": 1.0, ""Nb"": 2.0, ""O"": 6.0}",489.006,#FFFFFF,hexagonal,"{19,23}",541.0
Changchengite,IrBiS,"{""Ir"": 1.0, ""Bi"": 1.0, ""S"": 1.0}",433.26,#A9A9A9,cubic,{33},797.0
Chantalite,CaAl2(SiO4)(OH)4,"{""Ca"": 1.0, ""Al"": 2.0, ""Si"": 1.0, ""O"": 8.0, ""H"": 4.0}",254.151,#FFFFFF,tetragonal,"{23,36}",689.0
Chaoite,C,"{""C"": 1.0}",12.011,#FFFFFF,hexagonal,"{6,30}",221.0
Chapmanite,Fe3+2Sb3+(Si2O5)O3(OH),"{""Fe"": 2.0, ""Sb"": 1.0, ""Si"": 2.0, ""O"": 9.0, ""H"": 1.0}",434.619,#556B2F,monoclinic,"{23,33}",1195.0
Charleshatchettite,CaNb4O10(OH)2·8H2O,"{""Ca"": 1.0, ""Nb"": 4.0, ""O"": 20.0, ""H"": 18.0}",749.826,#FFFFFF,monoclinic,"{35,47}",2724.0
Chayesite,KMg4Fe3+[Si12O30],"{""K"": 1.0, ""Mg"": 4.0, ""Fe"": 1.0, ""Si"": 12.0, ""O"": 30.0}",1009.153,#556B2F,hexagonal,{35},726.0
Chegemite,Ca7(SiO4)3(OH)2,"{""Ca"": 7.0, ""Si"": 3.0, ""O"": 14.0, ""H"": 2.0}",590.803,#FFFFFF,orthorhombic,"{9,51}",255.0
Chekhovichite,Bi3+2Te4+4O11,"{""Bi"": 2.0, ""Te"": 4.0, ""O"": 11.0}",1104.349,#D2B48C,monoclinic,{47},1998.0
Chelkarite,CaMgB2O4Cl2·7H2O (?),"{""Ca"": 1.0, ""Mg"": 1.0, ""B"": 2.0, ""O"": 11.0, ""Cl"": 2.0, ""H"": 14.0}",347.004,#FFFFFF,orthorhombic,{25},210.0
Chenevixite,CuFe3+(AsO4)(OH)2,"{""Cu"": 1.0, ""Fe"": 1.0, ""As"": 1.0, ""O"": 6.0, ""H"": 2.0}",292.323,#556B2F,monoclinic,{47},1998.0
Chengdeite,Ir3Fe,"{""Ir"": 3.0, ""Fe"": 1.0}",632.505,#8B4513,cubic,"{26,37}",385.0
Chenguodaite,Ag9FeTe2S4,"{""Ag"": 9.0, ""Fe"": 1.0, ""Te"": 2.0, ""S"": 4.0}",1410.115,#DAA520,orthorhombic,{33},797.0
Chenite,CuPb4(SO4)2(OH)6,"{""Cu"": 1.0, ""Pb"": 4.0, ""S"": 2.0, ""O"": 14.0, ""H"": 6.0}",1186.5,#FFFFFF,triclinic,{47},1998.0
Chenmingite,FeCr2O4,"{""Fe"": 1.0, ""Cr"": 2.0, ""O"": 4.0}",223.833,#228B22,orthorhombic,{6},205.0
Chenowethite,Mg(H2O)6[(UO2)2(SO4)2(OH)2]·5H2O,"{""Mg"": 1.0, ""H"": 24.0, ""O"": 25.0, ""U"": 2.0, ""S"": 2.0}",988.652,#FFFFFF,orthorhombic,{},1.0
Cheralite,CaTh(PO4)2,"{""Ca"": 1.0, ""Th"": 1.0, ""P"": 2.0, ""O"": 8.0}",462.058,#FFFFFF,monoclinic,"{34,36}",855.0
Cherepanovite,RhAs,"{""Rh"": 1.0, ""As"": 1.0}",177.832,#808080,orthorhombic,"{26,33,36,37}",1473.0
Chernikovite,(H3O)(UO2)(PO4)·3H2O,"{""H"": 9.0, ""O"": 10.0, ""U"": 1.0, ""P"": 1.0}",438.066,#FFFFFF,tetragonal,{47},1998.0
Chernovite-(Y),Y(AsO4),"{""Y"": 1.0, ""As"": 1.0, ""O"": 4.0}",227.824,#808080,tetragonal,"{26,35}",976.0
Chernykhite,BaV2(Si2Al2)O10(OH)2,"{""Ba"": 1.0, ""V"": 2.0, ""Si"": 2.0, ""Al"": 2.0, ""O"": 12.0, ""H"": 2.0}",543.352,#FFFFFF,monoclinic,"{23,47}",2396.0
Chervetite,Pb2V5+2O7,"{""Pb"": 2.0, ""V"": 2.0, ""O"": 7.0}",628.277,#FFFFFF,monoclinic,{47},1998.0
Chesnokovite,Na2SiO2(OH)2·8H2O,"{""Na"": 2.0, ""Si"": 1.0, ""O"": 12.0, ""H"": 18.0}",284.197,#FFFFFF,orthorhombic,{22},247.0
Chessexite,Na4Ca2Mg3Al8(SiO4)2(SO4)10(OH)10·40H2O,"{""Na"": 4.0, ""Ca"": 2.0, ""Mg"": 3.0, ""Al"": 8.0, ""Si"": 2.0, ""O"": 98.0, ""S"": 10.0, ""H"": 90.0}",2496.279,#FFFFFF,orthorhombic,{47},1998.0
Chesterite,Mg17Si20O54(OH)6,"{""Mg"": 17.0, ""Si"": 20.0, ""O"": 60.0, ""H"": 6.0}",1940.873,#FFFFFF,orthorhombic,{38},108.0
Chihmingite,NiAl2O4,"{""Ni"": 1.0, ""Al"": 2.0, ""O"": 4.0}",176.653,#7FFF00,cubic,{7},123.0
Chihuahuaite,FeAl12O19,"{""Fe"": 1.0, ""Al"": 12.0, ""O"": 19.0}",683.61,#8B4513,hexagonal,{6},205.0
Childrenite,Fe2+Al(PO4)(OH)2·H2O,"{""Fe"": 1.0, ""Al"": 1.0, ""P"": 1.0, ""O"": 7.0, ""H"": 4.0}",229.826,#556B2F,orthorhombic,"{22,34}",811.0
Chinchorroite,Na2Mg5(As2O7)2(AsO3OH)2(H2O)10,"{""Na"": 2.0, ""Mg"": 5.0, ""As"": 6.0, ""O"": 32.0, ""H"": 22.0}",1151.181,#FFFFFF,triclinic,{47},1998.0
Chinleite-(Ce),NaCe(SO4)2(H2O),"{""Na"": 1.0, ""Ce"": 1.0, ""S"": 2.0, ""O"": 9.0, ""H"": 2.0}",373.237,#FFFFFF,hexagonal,{},1.0
Chinleite-(Nd),NaNd(SO4)2·H2O,"{""Na"": 1.0, ""Nd"": 1.0, ""S"": 2.0, ""O"": 9.0, ""H"": 2.0}",377.357,#FFFFFF,hexagonal,{},1.0
Chinleite-(Y),NaY(SO4)2·H2O,"{""Na"": 1.0, ""Y"": 1.0, ""S"": 2.0, ""O"": 9.0, ""H"": 2.0}",322.023,#FFFFFF,hexagonal,{47},1998.0
Chinnerite,[Mg(H2O)6]Na(H2O)2Al3(PO4)2F6,"{""Mg"": 1.0, ""H"": 16.0, ""O"": 16.0, ""Na"": 1.0, ""Al"": 3.0, ""P"": 2.0, ""F"": 6.0}",576.289,#FFFFFF,monoclinic,{},1.0
Chiolite,Na5Al3F14,"{""Na"": 5.0, ""Al"": 3.0, ""F"": 14.0}",461.868,#FFFFFF,tetragonal,"{23,34}",962.0
Chiyokoite,Ca3Si(CO3)[B(OH)4]O(OH)5·12H2O,"{""Ca"": 3.0, ""Si"": 1.0, ""C"": 1.0, ""O"": 25.0, ""B"": 1.0, ""H"": 33.0}",604.379,#FFFFFF,hexagonal,{31},356.0
Chkalovite,Na2BeSi2O6,"{""Na"": 2.0, ""Be"": 1.0, ""Si"": 2.0, ""O"": 6.0}",207.1562,#FFFFFF,orthorhombic,{35},726.0
Chladniite,Na3CaMg11(PO4)9,"{""Na"": 3.0, ""Ca"": 1.0, ""Mg"": 11.0, ""P"": 9.0, ""O"": 36.0}",1231.133,#FFFFFF,hexagonal,"{5,6}",299.0
Chloraluminite,AlCl3·6H2O,"{""Al"": 1.0, ""Cl"": 3.0, ""H"": 12.0, ""O"": 6.0}",241.422,#FFFFFF,hexagonal,{45},424.0
Chlorapatite,Ca5(PO4)3Cl,"{""Ca"": 5.0, ""P"": 3.0, ""O"": 12.0, ""Cl"": 1.0}",520.75,#FFFFFF,hexagonal,"{5,6,8,23,31,34,55}",1974.0
Chlorargyrite,AgCl,"{""Ag"": 1.0, ""Cl"": 1.0}",143.32,#C0C0C0,cubic,{47},1998.0
Chlorbartonite,K6Fe24S26Cl,"{""K"": 6.0, ""Fe"": 24.0, ""S"": 26.0, ""Cl"": 1.0}",2443.878,#DAA520,tetragonal,"{33,35}",1523.0
Chloritoid,Fe2+Al2O(SiO4)(OH)2,"{""Fe"": 1.0, ""Al"": 2.0, ""O"": 7.0, ""Si"": 1.0, ""H"": 2.0}",251.903,#556B2F,triclinic,"{23,39,40}",787.0
Chlorkyuygenite,Ca12Al14O32[(H2O)4Cl2],"{""Ca"": 12.0, ""Al"": 14.0, ""O"": 36.0, ""H"": 8.0, ""Cl"": 2.0}",1513.612,#FFFFFF,cubic,"{45,51}",552.0
Chlormagaluminite,Mg4Al2(OH)12Cl2(H2O)2,"{""Mg"": 4.0, ""Al"": 2.0, ""O"": 14.0, ""H"": 16.0, ""Cl"": 2.0}",462.198,#FFFFFF,hexagonal,"{31,47}",2354.0
Chlorocalcite,KCaCl3,"{""K"": 1.0, ""Ca"": 1.0, ""Cl"": 3.0}",185.526,#FFFFFF,unknown,"{25,45}",634.0
Chloromagnesite,MgCl2,"{""Mg"": 1.0, ""Cl"": 2.0}",95.205,#FFFFFF,hexagonal,"{45,50,54}",931.0
Chloromenite,Cu9O2(Se4+O3)4Cl6,"{""Cu"": 9.0, ""O"": 14.0, ""Se"": 4.0, ""Cl"": 6.0}",1324.484,#FFFFFF,monoclinic,{45},424.0
Chlorothionite,K2Cu(SO4)Cl2,"{""K"": 2.0, ""Cu"": 1.0, ""S"": 1.0, ""O"": 4.0, ""Cl"": 2.0}",308.698,#FFFFFF,orthorhombic,{45},424.0
Chloroxiphite,Pb3CuO2Cl2(OH)2,"{""Pb"": 3.0, ""Cu"": 1.0, ""O"": 4.0, ""Cl"": 2.0, ""H"": 2.0}",822.058,#FFFFFF,monoclinic,"{47,56}",2141.0
Chondrodite,Mg5(SiO4)2F2,"{""Mg"": 5.0, ""Si"": 2.0, ""O"": 8.0, ""F"": 2.0}",343.683,#FFFFFF,monoclinic,"{7,31,36,40,50,54}",1596.0
Chongite,Ca3Mg2(AsO4)2(AsO3OH)2·4H2O,"{""Ca"": 3.0, ""Mg"": 2.0, ""As"": 4.0, ""O"": 20.0, ""H"": 10.0}",798.592,#FFFFFF,monoclinic,"{47,55}",2262.0
Chopinite,Mg3(PO4)2,"{""Mg"": 3.0, ""P"": 2.0, ""O"": 8.0}",262.855,#FFFFFF,monoclinic,{6},205.0
