name,formula,elements,density,color,crystal
Metamunirite,NaV5+O3,"{""Na"": 1.0, ""V"": 1.0, ""O"": 3.0}",121.929,#FFFFFF,orthorhombic
Metanatroautunite,Na(UO2)(PO4)·3H2O,"{""Na"": 1.0, ""U"": 1.0, ""O"": 9.0, ""P"": 1.0, ""H"": 6.0}",442.033,#FFFFFF,tetragonal
Metanovacekite,Mg(UO2)2(AsO4)2·8H2O,"{""Mg"": 1.0, ""U"": 2.0, ""O"": 20.0, ""As"": 2.0, ""H"": 16.0}",986.317,#FFFFFF,tetragonal
Metarauchite,Ni(UO2)2(AsO4)2·8H2O,"{""Ni"": 1.0, ""U"": 2.0, ""O"": 20.0, ""As"": 2.0, ""H"": 16.0}",1020.705,#FFFFFF,triclinic
Metarossite,CaV5+2O6·2H2O,"{""Ca"": 1.0, ""V"": 2.0, ""O"": 8.0, ""H"": 4.0}",273.986,#FFFFFF,triclinic
Metasaleeite,Mg(UO2)2(PO4)2·8H2O,"{""Mg"": 1.0, ""U"": 2.0, ""O"": 20.0, ""P"": 2.0, ""H"": 16.0}",898.421,#FFFFFF,
Metaschoderite,Al2(PO4)(VO4)·6H2O,"{""Al"": 2.0, ""P"": 1.0, ""O"": 14.0, ""V"": 1.0, ""H"": 12.0}",371.962,#FFFFFF,monoclinic
Metaschoepite,(UO2)8O2(OH)12·10H2O,"{""U"": 8.0, ""O"": 40.0, ""H"": 32.0}",2576.456,#ADFF2F,orthorhombic
Metasideronatrite,Na2Fe3+(SO4)2(OH)·H2O,"{""Na"": 2.0, ""Fe"": 1.0, ""S"": 2.0, ""O"": 10.0, ""H"": 3.0}",328.959,#556B2F,orthorhombic
Metastibnite,Sb2S3,"{""Sb"": 2.0, ""S"": 3.0}",339.7,#A9A9A9,
Metastudtite,UO4·2H2O,"{""U"": 1.0, ""O"": 6.0, ""H"": 4.0}",338.056,#ADFF2F,orthorhombic
Metatamboite,Fe3+3(OH)(H2O)2(SO4)(Te4+O3)3[Te4+O(OH)2](H2O),"{""Fe"": 3.0, ""O"": 20.0, ""H"": 9.0, ""S"": 1.0, ""Te"": 4.0}",1039.047,#556B2F,monoclinic
Metathenardite,Na2(SO4),"{""Na"": 2.0, ""S"": 1.0, ""O"": 4.0}",142.036,#FFFF00,hexagonal
Metatorbernite,Cu(UO2)2(PO4)2·8H2O,"{""Cu"": 1.0, ""U"": 2.0, ""O"": 20.0, ""P"": 2.0, ""H"": 16.0}",937.662,#FFFFFF,monoclinic
Metatyuyamunite,Ca(UO2)2(VO4)2·3H2O,"{""Ca"": 1.0, ""U"": 2.0, ""O"": 15.0, ""V"": 2.0, ""H"": 6.0}",864.055,#FFFFFF,orthorhombic
Metauramphite,(NH4)2(UO2)2(PO4)2·6H2O,"{""N"": 2.0, ""H"": 20.0, ""U"": 2.0, ""O"": 18.0, ""P"": 2.0}",874.164,#FFFFFF,
Metauranocircite,Ba(UO2)2(PO4)2·6H2O,"{""Ba"": 1.0, ""U"": 2.0, ""O"": 18.0, ""P"": 2.0, ""H"": 12.0}",975.416,#FFFFFF,monoclinic
Metauranopilite,(UO2)6(SO4)(OH)10·5H2O,"{""U"": 6.0, ""O"": 31.0, ""S"": 1.0, ""H"": 20.0}",1976.369,#FFFFFF,
Metauranospinite,Ca(UO2)2(AsO4)2·8H2O,"{""Ca"": 1.0, ""U"": 2.0, ""O"": 20.0, ""As"": 2.0, ""H"": 16.0}",1002.09,#FFFFFF,
Metauroxite,(UO2)2(C2O4)(OH)2(H2O)2,"{""U"": 2.0, ""O"": 12.0, ""C"": 2.0, ""H"": 6.0}",698.118,#FFFFFF,triclinic
Metavanmeersscheite,U(UO2)3(PO4)2(OH)6·2H2O,"{""U"": 4.0, ""O"": 22.0, ""P"": 2.0, ""H"": 10.0}",1376.126,#FFFFFF,orthorhombic
Metavanuralite,Al(UO2)2(VO4)2(OH)·8H2O,"{""Al"": 1.0, ""U"": 2.0, ""O"": 21.0, ""V"": 2.0, ""H"": 17.0}",958.041,#FFFFFF,triclinic
Metavariscite,Al(PO4)·2H2O,"{""Al"": 1.0, ""P"": 1.0, ""O"": 6.0, ""H"": 4.0}",157.982,#FFFFFF,monoclinic
Metavauxite,Fe2+Al2(PO4)2(OH)2·8H2O,"{""Fe"": 1.0, ""Al"": 2.0, ""P"": 2.0, ""O"": 18.0, ""H"": 18.0}",477.883,#556B2F,monoclinic
Metavivianite,Fe2+Fe3+2(PO4)2(OH)2·6H2O,"{""Fe"": 3.0, ""P"": 2.0, ""O"": 16.0, ""H"": 14.0}",499.579,#556B2F,triclinic
Metavoltine,K2Na6Fe2+Fe3+6O2(SO4)12·18H2O,"{""K"": 2.0, ""Na"": 6.0, ""Fe"": 7.0, ""O"": 68.0, ""S"": 12.0, ""H"": 36.0}",2115.991,#556B2F,hexagonal
Metazellerite,Ca(UO2)(CO3)2·3H2O,"{""Ca"": 1.0, ""U"": 1.0, ""O"": 11.0, ""C"": 2.0, ""H"": 6.0}",484.167,#FFFFFF,orthorhombic
Metazeunerite,Cu(UO2)2(AsO4)2·8H2O,"{""Cu"": 1.0, ""U"": 2.0, ""O"": 20.0, ""As"": 2.0, ""H"": 16.0}",1025.558,#FFFFFF,tetragonal
Meyerhofferite,CaB3O3(OH)5·H2O,"{""Ca"": 1.0, ""B"": 3.0, ""O"": 9.0, ""H"": 7.0}",223.555,#FFFFFF,triclinic
Meymacite,WO3·2H2O,"{""W"": 1.0, ""O"": 5.0, ""H"": 4.0}",267.867,#FFFFFF,
Meyrowitzite,Ca(UO2)(CO3)2·5H2O,"{""Ca"": 1.0, ""U"": 1.0, ""O"": 13.0, ""C"": 2.0, ""H"": 10.0}",520.197,#FFFFFF,monoclinic
Mgriite,Cu3AsSe3,"{""Cu"": 3.0, ""As"": 1.0, ""Se"": 3.0}",502.473,#00BFFF,cubic
Miargyrite,AgSbS2,"{""Ag"": 1.0, ""Sb"": 1.0, ""S"": 2.0}",293.75,#A9A9A9,monoclinic
Miassite,Rh17S15,"{""Rh"": 17.0, ""S"": 15.0}",2230.37,#A9A9A9,cubic
Michenerite,PdBiTe,"{""Pd"": 1.0, ""Bi"": 1.0, ""Te"": 1.0}",443.0,#D2B48C,cubic
Microcline,K(AlSi3O8),"{""K"": 1.0, ""Al"": 1.0, ""Si"": 3.0, ""O"": 8.0}",278.327,#FFFFFF,triclinic
Midbarite,Ca3Mg2(V2Si)O12,"{""Ca"": 3.0, ""Mg"": 2.0, ""V"": 2.0, ""Si"": 1.0, ""O"": 12.0}",490.801,#FFFFFF,cubic
Middlebackite,Cu2C2O4(OH)2,"{""Cu"": 2.0, ""C"": 2.0, ""O"": 6.0, ""H"": 2.0}",249.124,#FFFFFF,monoclinic
Miersite,AgI,"{""Ag"": 1.0, ""I"": 1.0}",234.77,#C0C0C0,cubic
Miessiite,Pd11Te2Se2,"{""Pd"": 11.0, ""Te"": 2.0, ""Se"": 2.0}",1583.762,#FFFFFF,cubic
Miharaite,PbCu4FeBiS6,"{""Pb"": 1.0, ""Cu"": 4.0, ""Fe"": 1.0, ""Bi"": 1.0, ""S"": 6.0}",918.569,#DAA520,orthorhombic
Mikasaite,Fe3+2(SO4)3,"{""Fe"": 2.0, ""S"": 3.0, ""O"": 12.0}",399.858,#8B4513,hexagonal
Mikecoxite,[CHg4]OCl2,"{""C"": 1.0, ""Hg"": 4.0, ""O"": 1.0, ""Cl"": 2.0}",901.27,#FFFFFF,monoclinic
Mikehowardite,Fe3+4(V5+O4)4(H2O)2·H2O,"{""Fe"": 4.0, ""V"": 4.0, ""O"": 19.0, ""H"": 6.0}",737.177,#556B2F,triclinic
Milarite,KCa2(Be2AlSi12)O30·H2O,"{""K"": 1.0, ""Ca"": 2.0, ""Be"": 2.0, ""Al"": 1.0, ""Si"": 12.0, ""O"": 31.0, ""H"": 2.0}",999.2654,#FFFFFF,hexagonal
Milkovoite,Cu4O(PO4)(AsO4),"{""Cu"": 4.0, ""O"": 9.0, ""P"": 1.0, ""As"": 1.0}",504.071,#FFFFFF,orthorhombic
Millerite,NiS,"{""Ni"": 1.0, ""S"": 1.0}",90.753,#A9A9A9,hexagonal
Millisite,NaCaAl6(PO4)4(OH)9·3H2O,"{""Na"": 1.0, ""Ca"": 1.0, ""Al"": 6.0, ""P"": 4.0, ""O"": 28.0, ""H"": 15.0}",811.948,#FFFFFF,
Millosevichite,Al2(SO4)3,"{""Al"": 2.0, ""S"": 3.0, ""O"": 12.0}",342.132,#FFFF00,hexagonal
Millsite,CuTeO3·2H2O,"{""Cu"": 1.0, ""Te"": 1.0, ""O"": 5.0, ""H"": 4.0}",275.173,#FFFFFF,monoclinic
Milotaite,PdSbSe,"{""Pd"": 1.0, ""Sb"": 1.0, ""Se"": 1.0}",307.151,#A9A9A9,cubic
Mimetite,Pb5(AsO4)3Cl,"{""Pb"": 5.0, ""As"": 3.0, ""O"": 12.0, ""Cl"": 1.0}",1488.204,#FFFFFF,monoclinic
Minakawaite,RhSb,"{""Rh"": 1.0, ""Sb"": 1.0}",224.67,#A9A9A9,orthorhombic
Minasragrite,V4+O(SO4)·5H2O,"{""V"": 1.0, ""O"": 10.0, ""S"": 1.0, ""H"": 10.0}",253.072,#FFFFFF,monoclinic
Mineevite-(Y),Na25BaY2(CO3)11(HCO3)4(SO4)2F2Cl,"{""Na"": 25.0, ""Ba"": 1.0, ""Y"": 2.0, ""C"": 15.0, ""O"": 53.0, ""H"": 4.0, ""S"": 2.0, ""F"": 2.0, ""Cl"": 1.0}",2059.602,#FFFFFF,hexagonal
Minguzzite,K3Fe3+(C2O4)3·3H2O,"{""K"": 3.0, ""Fe"": 1.0, ""C"": 6.0, ""O"": 15.0, ""H"": 6.0}",491.238,#556B2F,monoclinic
Minium,Pb2+2Pb4+O4,"{""Pb"": 3.0, ""O"": 4.0}",685.596,#FFFFFF,orthorhombic
Minjiangite,BaBe2(PO4)2,"{""Ba"": 1.0, ""Be"": 2.0, ""P"": 2.0, ""O"": 8.0}",345.2944,#FFFFFF,hexagonal
Minnesotaite,Fe2+3Si4O10(OH)2,"{""Fe"": 3.0, ""Si"": 4.0, ""O"": 12.0, ""H"": 2.0}",473.879,#556B2F,triclinic
Minyulite,KAl2(PO4)2F·4H2O,"{""K"": 1.0, ""Al"": 2.0, ""P"": 2.0, ""O"": 12.0, ""F"": 1.0, ""H"": 8.0}",374.06,#FFFFFF,orthorhombic
Mirabilite,Na2(SO4)·10H2O,"{""Na"": 2.0, ""S"": 1.0, ""O"": 14.0, ""H"": 20.0}",322.186,#FFFFFF,monoclinic
Mirnyite,SrZr4+(Ti4+12Cr3+6)Mg2O38,"{""Sr"": 1.0, ""Zr"": 1.0, ""Ti"": 12.0, ""Cr"": 6.0, ""Mg"": 2.0, ""O"": 38.0}",1721.796,#FFFFFF,hexagonal
Misenite,K8(SO4)(SO3OH)6,"{""K"": 8.0, ""S"": 7.0, ""O"": 28.0, ""H"": 6.0}",991.224,#FFFFFF,
Mitridatite,Ca2Fe3+3O2(PO4)3·3H2O,"{""Ca"": 2.0, ""Fe"": 3.0, ""O"": 17.0, ""P"": 3.0, ""H"": 6.0}",618.644,#556B2F,monoclinic
Mitrofanovite,Pt3Te4,"{""Pt"": 3.0, ""Te"": 4.0}",1095.64,#FFFFFF,hexagonal
Mitscherlichite,K2CuCl4·2H2O,"{""K"": 2.0, ""Cu"": 1.0, ""Cl"": 4.0, ""H"": 4.0, ""O"": 2.0}",319.572,#FFFFFF,tetragonal
Mixite,Cu6Bi(AsO4)3(OH)6·3H2O,"{""Cu"": 6.0, ""Bi"": 1.0, ""As"": 3.0, ""O"": 21.0, ""H"": 12.0}",1163.097,#FFFFFF,hexagonal
Mizraite-(Ce),Ce(Al11Mg)O19,"{""Ce"": 1.0, ""Al"": 11.0, ""Mg"": 1.0, ""O"": 19.0}",765.208,#FFFFFF,hexagonal
Moabite,NiFe3+(PO4)O,"{""Ni"": 1.0, ""Fe"": 1.0, ""P"": 1.0, ""O"": 5.0}",225.507,#556B2F,orthorhombic
Moctezumite,Pb(UO2)(Te4+O3)2,"{""Pb"": 1.0, ""U"": 1.0, ""O"": 8.0, ""Te"": 2.0}",828.422,#FFFFFF,monoclinic
Modderite,CoAs,"{""Co"": 1.0, ""As"": 1.0}",133.855,#4169E1,orthorhombic
Moeloite,Pb6Sb6S14(S)3,"{""Pb"": 6.0, ""Sb"": 6.0, ""S"": 17.0}",2518.78,#708090,orthorhombic
Mohnite,(NH4)K2Na(SO4)2,"{""N"": 1.0, ""H"": 4.0, ""K"": 2.0, ""Na"": 1.0, ""S"": 2.0, ""O"": 8.0}",311.337,#FFFFFF,hexagonal
Mohrite,(NH4)2Fe2+(SO4)2·6H2O,"{""N"": 2.0, ""H"": 20.0, ""Fe"": 1.0, ""S"": 2.0, ""O"": 14.0}",392.125,#556B2F,monoclinic
Moiraite,Pb12Sb8As8S36,"{""Pb"": 12.0, ""Sb"": 8.0, ""As"": 8.0, ""S"": 36.0}",5214.016,#708090,triclinic
Moissanite,SiC,"{""Si"": 1.0, ""C"": 1.0}",40.096,#FFFFFF,cubic
Mojaveite,Cu6[Te6+O4(OH)2](OH)7Cl,"{""Cu"": 6.0, ""Te"": 1.0, ""O"": 13.0, ""H"": 9.0, ""Cl"": 1.0}",761.385,#FFFFFF,hexagonal
Molinelloite,Cu(H2O)(OH)V4+O(V5+O4),"{""Cu"": 1.0, ""H"": 3.0, ""O"": 7.0, ""V"": 2.0}",280.447,#FFFFFF,triclinic
Moluranite,H4U4+(UO2)3(MoO4)7·18H2O,"{""H"": 40.0, ""U"": 4.0, ""O"": 52.0, ""Mo"": 7.0}",2496.038,#FFFFFF,
Molybdenite,MoS2,"{""Mo"": 1.0, ""S"": 2.0}",160.07,#A9A9A9,hexagonal
Molybdite,MoO3,"{""Mo"": 1.0, ""O"": 3.0}",143.947,#FFFFFF,orthorhombic
Molybdofornacite,CuPb2(MoO4)(AsO4)(OH),"{""Cu"": 1.0, ""Pb"": 2.0, ""Mo"": 1.0, ""O"": 9.0, ""As"": 1.0, ""H"": 1.0}",793.817,#FFFFFF,monoclinic
Molybdomenite,PbSe4+O3,"{""Pb"": 1.0, ""Se"": 1.0, ""O"": 3.0}",334.168,#FFFFFF,monoclinic
Molybdophyllite,Pb8Mg9[Si10O28(OH)8O2(CO3)3]·H2O,"{""Pb"": 8.0, ""Mg"": 9.0, ""Si"": 10.0, ""O"": 48.0, ""H"": 10.0, ""C"": 3.0}",2971.26,#FFFFFF,monoclinic
Molysite,FeCl3,"{""Fe"": 1.0, ""Cl"": 3.0}",162.195,#8B4513,hexagonal
Monazite-(Ce),Ce(PO4),"{""Ce"": 1.0, ""P"": 1.0, ""O"": 4.0}",235.09,#FFFFFF,monoclinic
Monazite-(Gd),Gd(PO4),"{""Gd"": 1.0, ""P"": 1.0, ""O"": 4.0}",252.22,#FFFFFF,monoclinic
Monazite-(La),La(PO4),"{""La"": 1.0, ""P"": 1.0, ""O"": 4.0}",233.88,#FFFFFF,monoclinic
Monazite-(Nd),Nd(PO4),"{""Nd"": 1.0, ""P"": 1.0, ""O"": 4.0}",239.21,#FFFFFF,monoclinic
Monazite-(Sm),Sm(PO4),"{""Sm"": 1.0, ""P"": 1.0, ""O"": 4.0}",245.33,#FFFFFF,monoclinic
Monchetundraite,Pd2NiTe2,"{""Pd"": 2.0, ""Ni"": 1.0, ""Te"": 2.0}",526.733,#7FFF00,orthorhombic
Monetite,Ca(PO3OH),"{""Ca"": 1.0, ""P"": 1.0, ""O"": 4.0, ""H"": 1.0}",136.056,#FFFFFF,triclinic
Mongolite,Ca4Nb6Si5O24(OH)10·6H2O,"{""Ca"": 4.0, ""Nb"": 6.0, ""Si"": 5.0, ""O"": 40.0, ""H"": 22.0}",1520.309,#FFFFFF,tetragonal
Monimolite,Pb2Sb5+2O7,"{""Pb"": 2.0, ""Sb"": 2.0, ""O"": 7.0}",769.913,#A9A9A9,
Monipite,MoNiP,"{""Mo"": 1.0, ""Ni"": 1.0, ""P"": 1.0}",185.617,#7FFF00,hexagonal
Monohydrocalcite,Ca(CO3)·H2O,"{""Ca"": 1.0, ""C"": 1.0, ""O"": 4.0, ""H"": 2.0}",118.101,#FFFFFF,hexagonal
Montebrasite,LiAl(PO4)(OH),"{""Li"": 1.0, ""Al"": 1.0, ""P"": 1.0, ""O"": 5.0, ""H"": 1.0}",145.899,#FFFFFF,triclinic
Monteneveite,Ca3Sb5+2(Fe3+2Fe2+)O12,"{""Ca"": 3.0, ""Sb"": 2.0, ""Fe"": 3.0, ""O"": 12.0}",723.277,#556B2F,cubic
Monteponite,CdO,"{""Cd"": 1.0, ""O"": 1.0}",128.409,#FFFFFF,cubic
Monteregianite-(Y),KNa2YSi8O19·5H2O,"{""K"": 1.0, ""Na"": 2.0, ""Y"": 1.0, ""Si"": 8.0, ""O"": 24.0, ""H"": 10.0}",792.72,#FFFFFF,monoclinic
Montesommaite,K9(Si23Al9)O64·10H2O,"{""K"": 9.0, ""Si"": 23.0, ""Al"": 9.0, ""O"": 74.0, ""H"": 20.0}",2444.761,#FFFFFF,tetragonal
Montetrisaite,Cu6(SO4)(OH)10·2H2O,"{""Cu"": 6.0, ""S"": 1.0, ""O"": 16.0, ""H"": 14.0}",683.432,#FFFFFF,orthorhombic
Montgomeryite,Ca4MgAl4(PO4)6(OH)4·12H2O,"{""Ca"": 4.0, ""Mg"": 1.0, ""Al"": 4.0, ""P"": 6.0, ""O"": 40.0, ""H"": 28.0}",1146.573,#FFFFFF,monoclinic
Monticellite,CaMg(SiO4),"{""Ca"": 1.0, ""Mg"": 1.0, ""Si"": 1.0, ""O"": 4.0}",156.464,#FFFFFF,orthorhombic
Montpelvouxite,AgPb16Sb27As18S84,"{""Ag"": 1.0, ""Pb"": 16.0, ""Sb"": 27.0, ""As"": 18.0, ""S"": 84.0}",10752.226,#708090,triclinic
Montroyalite,Sr4Al8(CO3)3(OH)26·10H2O,"{""Sr"": 4.0, ""Al"": 8.0, ""C"": 3.0, ""O"": 45.0, ""H"": 46.0}",1368.692,#FFFFFF,
Montroydite,HgO,"{""Hg"": 1.0, ""O"": 1.0}",216.589,#FFFFFF,orthorhombic
Mooihoekite,Cu9Fe9S16,"{""Cu"": 9.0, ""Fe"": 9.0, ""S"": 16.0}",1587.479,#DAA520,tetragonal
Mooreite,Mg15(SO4)2(OH)26·8H2O,"{""Mg"": 15.0, ""S"": 2.0, ""O"": 42.0, ""H"": 42.0}",1142.989,#FFFFFF,monoclinic
Moorhouseite,Co(SO4)·6H2O,"{""Co"": 1.0, ""S"": 1.0, ""O"": 10.0, ""H"": 12.0}",263.079,#FFFFFF,monoclinic
Mopungite,NaSb5+(OH)6,"{""Na"": 1.0, ""Sb"": 1.0, ""O"": 6.0, ""H"": 6.0}",246.792,#FFFFFF,tetragonal
Moraesite,Be2(PO4)(OH)·4H2O,"{""Be"": 2.0, ""P"": 1.0, ""O"": 9.0, ""H"": 9.0}",202.0614,#FFFFFF,monoclinic
Moragite,Ca3TiSi2(Al2Si)O14,"{""Ca"": 3.0, ""Ti"": 1.0, ""Si"": 3.0, ""Al"": 2.0, ""O"": 14.0}",530.306,#FFFFFF,hexagonal
Moraskoite,Na2Mg(PO4)F,"{""Na"": 2.0, ""Mg"": 1.0, ""P"": 1.0, ""O"": 4.0, ""F"": 1.0}",184.253,#FFFFFF,orthorhombic
Moreauite,Al3(UO2)(PO4)3(OH)2·13H2O,"{""Al"": 3.0, ""U"": 1.0, ""O"": 29.0, ""P"": 3.0, ""H"": 28.0}",904.093,#FFFFFF,monoclinic
Morelandite,Ca2Ba3(AsO4)3Cl,"{""Ca"": 2.0, ""Ba"": 3.0, ""As"": 3.0, ""O"": 12.0, ""Cl"": 1.0}",944.35,#FFFFFF,hexagonal
Morenosite,Ni(SO4)·7H2O,"{""Ni"": 1.0, ""S"": 1.0, ""O"": 11.0, ""H"": 14.0}",280.854,#FFFFFF,orthorhombic
Morimotoite,Ca3(TiFe2+)(SiO4)3,"{""Ca"": 3.0, ""Ti"": 1.0, ""Fe"": 1.0, ""Si"": 3.0, ""O"": 12.0}",500.189,#556B2F,cubic
Morinite,NaCa2Al2(PO4)2(OH)F4·2H2O,"{""Na"": 1.0, ""Ca"": 2.0, ""Al"": 2.0, ""P"": 2.0, ""O"": 11.0, ""H"": 5.0, ""F"": 4.0}",476.079,#FFFFFF,monoclinic
Morrisonite,Ca11(As3+V4+2V5+10As5+6O51)2·78H2O,"{""Ca"": 11.0, ""As"": 14.0, ""V"": 24.0, ""O"": 180.0, ""H"": 156.0}",5749.442,#FFFFFF,monoclinic
Moschelite,HgI,"{""Hg"": 1.0, ""I"": 1.0}",327.49,#FFFFFF,tetragonal
Moschellandsbergite,Ag2Hg3,"{""Ag"": 2.0, ""Hg"": 3.0}",817.51,#C0C0C0,cubic
Mosesite,(Hg2N)Cl,"{""Hg"": 2.0, ""N"": 1.0, ""Cl"": 1.0}",450.637,#FFFFFF,cubic
Moskvinite-(Y),Na2KYSi6O15,"{""Na"": 2.0, ""K"": 1.0, ""Y"": 1.0, ""Si"": 6.0, ""O"": 15.0}",582.479,#FFFFFF,orthorhombic
Mossbauerite,Fe3+6O4(OH)8(CO3)·3H2O,"{""Fe"": 6.0, ""O"": 18.0, ""H"": 14.0, ""C"": 1.0}",649.175,#556B2F,hexagonal
Mottramite,PbCu(VO4)(OH),"{""Pb"": 1.0, ""Cu"": 1.0, ""V"": 1.0, ""O"": 5.0, ""H"": 1.0}",402.691,#FFFFFF,orthorhombic
Motukoreaite,Mg6Al3(OH)18[Na(H2O)6](SO4)2·6H2O,"{""Mg"": 6.0, ""Al"": 3.0, ""O"": 38.0, ""H"": 42.0, ""Na"": 1.0, ""S"": 2.0}",964.184,#FFFFFF,hexagonal
Mounanaite,PbFe3+2(VO4)2(OH)2,"{""Pb"": 1.0, ""Fe"": 2.0, ""V"": 2.0, ""O"": 10.0, ""H"": 2.0}",582.78,#556B2F,monoclinic
Mountainite,KNa2Ca2[Si8O19(OH)]·6H2O,"{""K"": 1.0, ""Na"": 2.0, ""Ca"": 2.0, ""Si"": 8.0, ""O"": 26.0, ""H"": 13.0}",818.992,#FFFFFF,monoclinic
Mourite,(UO2)(Mo6+)5O16·5H2O,"{""U"": 1.0, ""O"": 23.0, ""Mo"": 5.0, ""H"": 10.0}",1095.837,#FFFFFF,monoclinic
Moxuanxueite,NaCa6Zr(Si2O7)2OF3,"{""Na"": 1.0, ""Ca"": 6.0, ""Zr"": 1.0, ""Si"": 4.0, ""O"": 15.0, ""F"": 3.0}",764.001,#FFFFFF,triclinic
Moydite-(Y),YB(OH)4(CO3),"{""Y"": 1.0, ""B"": 1.0, ""O"": 7.0, ""H"": 4.0, ""C"": 1.0}",227.752,#FFFFFF,orthorhombic
Mozgovaite,PbBi4S7,"{""Pb"": 1.0, ""Bi"": 4.0, ""S"": 7.0}",1267.54,#708090,orthorhombic
Mpororoite,Al2O(WO4)2·6H2O,"{""Al"": 2.0, ""O"": 15.0, ""W"": 2.0, ""H"": 12.0}",673.725,#FFFFFF,triclinic
Mrazekite,Bi2Cu3(PO4)2O2(OH)2·2H2O,"{""Bi"": 2.0, ""Cu"": 3.0, ""P"": 2.0, ""O"": 14.0, ""H"": 6.0}",900.58,#FFFFFF,monoclinic
Mroseite,CaTe4+O2(CO3),"{""Ca"": 1.0, ""Te"": 1.0, ""O"": 5.0, ""C"": 1.0}",259.684,#FFFFFF,orthorhombic
Muckeite,CuNiBiS3,"{""Cu"": 1.0, ""Ni"": 1.0, ""Bi"": 1.0, ""S"": 3.0}",427.399,#A9A9A9,orthorhombic
Mukhinite,Ca2(Al2V3+)[Si2O7][SiO4]O(OH),"{""Ca"": 2.0, ""Al"": 2.0, ""V"": 1.0, ""Si"": 3.0, ""O"": 13.0, ""H"": 1.0}",478.312,#FFFFFF,monoclinic
Mullerite,Pb2Fe3+(Te6+O6)Cl,"{""Pb"": 2.0, ""Fe"": 1.0, ""Te"": 1.0, ""O"": 6.0, ""Cl"": 1.0}",729.289,#556B2F,hexagonal
Munakataite,Pb2Cu2(Se4+O3)(SO4)(OH)4,"{""Pb"": 2.0, ""Cu"": 2.0, ""Se"": 1.0, ""O"": 11.0, ""S"": 1.0, ""H"": 4.0}",832.544,#FFFFFF,monoclinic
Mundrabillaite,(NH4)2Ca(PO3OH)2·H2O,"{""N"": 2.0, ""H"": 12.0, ""Ca"": 1.0, ""P"": 2.0, ""O"": 9.0}",286.127,#FFFFFF,monoclinic
Muonionalustaite,Ni3(OH)4Cl2·4H2O,"{""Ni"": 3.0, ""O"": 8.0, ""H"": 12.0, ""Cl"": 2.0}",387.067,#FFFFFF,monoclinic
Murakamiite,Ca2LiSi3O8(OH),"{""Ca"": 2.0, ""Li"": 1.0, ""Si"": 3.0, ""O"": 9.0, ""H"": 1.0}",316.35,#FFFFFF,triclinic
Murashkoite,FeP,"{""Fe"": 1.0, ""P"": 1.0}",86.819,#8B4513,orthorhombic
Murchisite,Cr5S6,"{""Cr"": 5.0, ""S"": 6.0}",452.34,#A9A9A9,hexagonal
Murdochite,Cu12Pb2O15Cl2,"{""Cu"": 12.0, ""Pb"": 2.0, ""O"": 15.0, ""Cl"": 2.0}",1487.837,#FFFFFF,cubic
Murmanite,Na2Ti2Na2Ti2(Si2O7)2O4(H2O)4,"{""Na"": 4.0, ""Ti"": 4.0, ""Si"": 4.0, ""O"": 22.0, ""H"": 8.0}",755.81,#FFFFFF,triclinic
Murphyite,Pb(Te6+O4),"{""Pb"": 1.0, ""Te"": 1.0, ""O"": 4.0}",398.796,#FFFFFF,unknown
Muscovite,KAl2(Si3Al)O10(OH)2,"{""K"": 1.0, ""Al"": 3.0, ""Si"": 3.0, ""O"": 12.0, ""H"": 2.0}",398.303,#FFFFFF,hexagonal
Muskoxite,Mg7Fe3+4(OH)26·H2O (?),"{""Mg"": 7.0, ""Fe"": 4.0, ""O"": 27.0, ""H"": 28.0}",853.712,#556B2F,
Muthmannite,AuAgTe2,"{""Au"": 1.0, ""Ag"": 1.0, ""Te"": 2.0}",560.04,#FFD700,monoclinic
Mutinaite,Na3Ca4Al11Si85O192·60H2O,"{""Na"": 3.0, ""Ca"": 4.0, ""Al"": 11.0, ""Si"": 85.0, ""O"": 252.0, ""H"": 120.0}",7066.017,#FFFFFF,orthorhombic
Naalasite,NaAl(AsO3OH)2·H2O,"{""Na"": 1.0, ""Al"": 1.0, ""As"": 2.0, ""O"": 9.0, ""H"": 4.0}",347.839,#FFFFFF,hexagonal
Nabalamprophyllite,(BaNa)Ti2Na3Ti(Si2O7)2O2(OH)2,"{""Ba"": 1.0, ""Na"": 4.0, ""Ti"": 3.0, ""Si"": 4.0, ""O"": 18.0, ""H"": 2.0}",775.229,#FFFFFF,orthorhombic
Nabaphite,NaBa(PO4)·9H2O,"{""Na"": 1.0, ""Ba"": 1.0, ""P"": 1.0, ""O"": 13.0, ""H"": 18.0}",417.425,#FFFFFF,cubic
Nabateaite,Fe2P2O7,"{""Fe"": 2.0, ""P"": 2.0, ""O"": 7.0}",285.631,#8B4513,triclinic
Nabesite,Na2BeSi4O10·4H2O,"{""Na"": 2.0, ""Be"": 1.0, ""Si"": 4.0, ""O"": 14.0, ""H"": 8.0}",399.3822,#FFFFFF,orthorhombic
Nabimusaite,KCa12(SiO4)4(SO4)2O2F,"{""K"": 1.0, ""Ca"": 12.0, ""Si"": 4.0, ""O"": 26.0, ""S"": 2.0, ""F"": 1.0}",1131.466,#FFFFFF,hexagonal
Nabokoite,Cu7Te4+O4(SO4)5·KCl,"{""Cu"": 7.0, ""Te"": 1.0, ""O"": 24.0, ""S"": 5.0, ""K"": 1.0, ""Cl"": 1.0}",1191.246,#FFFFFF,tetragonal
