name,formula,elements,density,color,crystal_system,dna
Aegirine,NaFe3+Si2O6,"{""Na"": 1.0, ""Fe"": 1.0, ""Si"": 2.0, ""O"": 6.0}",231.02,#556B2F,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Aenigmatite,Na4[Fe2+10Ti2]O4[Si12O36],"{""Na"": 4.0, ""Fe"": 10.0, ""Ti"": 2.0, ""O"": 40.0, ""Si"": 12.0}",1723.28,#556B2F,triclinic,"{""system"": ""triclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Aeschynite-(Ce),Ce(TiNb)O6,"{""Ce"": 1.0, ""Ti"": 1.0, ""Nb"": 1.0, ""O"": 6.0}",376.9,#FFFFFF,orthorhombic,"{""system"": ""orthorhombic"", ""scale"": [0.8, 1.0, 1.2], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Aeschynite-(Nd),Nd(TiNb)O6,"{""Nd"": 1.0, ""Ti"": 1.0, ""Nb"": 1.0, ""O"": 6.0}",381.02,#FFFFFF,orthorhombic,"{""system"": ""orthorhombic"", ""scale"": [0.8, 1.0, 1.2], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Aeschynite-(Y),Y(TiNb)O6,"{""Y"": 1.0, ""Ti"": 1.0, ""Nb"": 1.0, ""O"": 6.0}",325.69,#FFFFFF,orthorhombic,"{""system"": ""orthorhombic"", ""scale"": [0.8, 1.0, 1.2], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Afmite,Al3(OH)4(H2O)3(PO4)(PO3OH)·H2O,"{""Al"": 3.0, ""O"": 16.0, ""H"": 13.0, ""P"": 2.0}",411.98,#FFFFFF,triclinic,"{""system"": ""triclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Afwillite,Ca3[SiO4][SiO2(OH)2]·2H2O,"{""Ca"": 3.0, ""Si"": 2.0, ""O"": 10.0, ""H"": 6.0}",342.47,#FFFFFF,triclinic,"{""system"": ""triclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Agaite,Pb3Cu2+Te6+O5(OH)2(CO3),"{""Pb"": 3.0, ""Cu"": 1.0, ""Te"": 1.0, ""O"": 10.0, ""H"": 2.0, ""C"": 1.0}",986.78,#FFFFFF,orthorhombic,"{""system"": ""orthorhombic"", ""scale"": [0.8, 1.0, 1.2], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Agardite-(Ce),CeCu2+6(AsO4)3(OH)6·3H2O,"{""Ce"": 1.0, ""Cu"": 6.0, ""As"": 3.0, ""O"": 21.0, ""H"": 12.0}",1094.28,#FFFFFF,hexagonal,"{""system"": ""hexagonal"", ""scale"": [1.0, 1.0, 1.6], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Agardite-(La),LaCu2+6(AsO4)3(OH)6·3H2O,"{""La"": 1.0, ""Cu"": 6.0, ""As"": 3.0, ""O"": 21.0, ""H"": 12.0}",1093.07,#FFFFFF,hexagonal,"{""system"": ""hexagonal"", ""scale"": [1.0, 1.0, 1.6], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Agardite-(Nd),NdCu2+6(AsO4)3(OH)6·3H2O,"{""Nd"": 1.0, ""Cu"": 6.0, ""As"": 3.0, ""O"": 21.0, ""H"": 12.0}",1098.4,#FFFFFF,hexagonal,"{""system"": ""hexagonal"", ""scale"": [1.0, 1.0, 1.6], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Agardite-(Y),YCu2+6(AsO4)3(OH)6·3H2O,"{""Y"": 1.0, ""Cu"": 6.0, ""As"": 3.0, ""O"": 21.0, ""H"": 12.0}",1043.07,#FFFFFF,hexagonal,"{""system"": ""hexagonal"", ""scale"": [1.0, 1.0, 1.6], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Agrellite,NaCa2Si4O10F,"{""Na"": 1.0, ""Ca"": 2.0, ""Si"": 4.0, ""O"": 10.0, ""F"": 1.0}",394.51,#FFFFFF,triclinic,"{""system"": ""triclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Agricolaite,K4(UO2)(CO3)3,"{""K"": 4.0, ""U"": 1.0, ""O"": 11.0, ""C"": 3.0}",606.46,#FFFFFF,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Agrinierite,K2Ca[(UO2)3O3(OH)2]2·5H2O,"{""K"": 2.0, ""Ca"": 1.0, ""U"": 6.0, ""O"": 27.0, ""H"": 14.0}",1992.57,#FFFFFF,orthorhombic,"{""system"": ""orthorhombic"", ""scale"": [0.8, 1.0, 1.2], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Aguilarite,Ag4SeS,"{""Ag"": 4.0, ""Se"": 1.0, ""S"": 1.0}",542.5,#A9A9A9,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Aheylite,Fe2+Al6(PO4)4(OH)8·4H2O,"{""Fe"": 1.0, ""Al"": 6.0, ""P"": 4.0, ""O"": 28.0, ""H"": 16.0}",805.74,#556B2F,triclinic,"{""system"": ""triclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Ahlfeldite,Ni(SeO3)·2H2O,"{""Ni"": 1.0, ""Se"": 1.0, ""O"": 5.0, ""H"": 4.0}",221.68,#FFFFFF,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Ahrensite,SiFe2O4,"{""Si"": 1.0, ""Fe"": 2.0, ""O"": 4.0}",203.79,#8B4513,cubic,"{""system"": ""cubic"", ""scale"": [1.0, 1.0, 1.0], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Aikinite,CuPbBiS3,"{""Cu"": 1.0, ""Pb"": 1.0, ""Bi"": 1.0, ""S"": 3.0}",575.91,#708090,orthorhombic,"{""system"": ""orthorhombic"", ""scale"": [0.8, 1.0, 1.2], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Aiolosite,Na2(Na2Bi)(SO4)3Cl,"{""Na"": 4.0, ""Bi"": 1.0, ""S"": 3.0, ""O"": 12.0, ""Cl"": 1.0}",624.57,#FFFFFF,hexagonal,"{""system"": ""hexagonal"", ""scale"": [1.0, 1.0, 1.6], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Airdite,Sr(V4+O)2(PO4)2·4H2O,"{""Sr"": 1.0, ""V"": 2.0, ""O"": 14.0, ""P"": 2.0, ""H"": 8.0}",483.5,#FFFFFF,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Ajoite,K3Cu2+20Al3Si29O76(OH)16·8H2O,"{""K"": 3.0, ""Cu"": 20.0, ""Al"": 3.0, ""Si"": 29.0, ""O"": 100.0, ""H"": 32.0}",3916.11,#FFFFFF,triclinic,"{""system"": ""triclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Akaogiite,TiO2,"{""Ti"": 1.0, ""O"": 2.0}",79.87,#FFFFFF,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Akdalaite,Al5O7(OH),"{""Al"": 5.0, ""O"": 8.0, ""H"": 1.0}",263.91,#FFFFFF,orthorhombic,"{""system"": ""orthorhombic"", ""scale"": [0.8, 1.0, 1.2], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Akermanite,Ca2MgSi2O7,"{""Ca"": 2.0, ""Mg"": 1.0, ""Si"": 2.0, ""O"": 7.0}",272.65,#FFFFFF,tetragonal,"{""system"": ""tetragonal"", ""scale"": [1.0, 1.0, 1.4], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Akimotoite,MgSiO3,"{""Mg"": 1.0, ""Si"": 1.0, ""O"": 3.0}",100.4,#FFFFFF,hexagonal,"{""system"": ""hexagonal"", ""scale"": [1.0, 1.0, 1.6], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Aklimaite,Ca4[Si2O5(OH)2](OH)4·5H2O,"{""Ca"": 4.0, ""Si"": 2.0, ""O"": 16.0, ""H"": 16.0}",488.63,#FFFFFF,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Akopovaite,Al4Li2(OH)12(CO3)(H2O)3,"{""Al"": 4.0, ""Li"": 2.0, ""O"": 18.0, ""H"": 18.0, ""C"": 1.0}",439.95,#FFFFFF,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Aksaite,MgB6O7(OH)6·2H2O,"{""Mg"": 1.0, ""B"": 6.0, ""O"": 15.0, ""H"": 10.0}",339.25,#FFFFFF,orthorhombic,"{""system"": ""orthorhombic"", ""scale"": [0.8, 1.0, 1.2], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Aktashite,Cu6Hg3As4S12,"{""Cu"": 6.0, ""Hg"": 3.0, ""As"": 4.0, ""S"": 12.0}",1667.47,#FFD700,hexagonal,"{""system"": ""hexagonal"", ""scale"": [1.0, 1.0, 1.6], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Alacranite,As8S9,"{""As"": 8.0, ""S"": 9.0}",887.9,#FFD700,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Alamosite,PbSiO3,"{""Pb"": 1.0, ""Si"": 1.0, ""O"": 3.0}",283.29,#FFFFFF,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Alarsite,Al(AsO4),"{""Al"": 1.0, ""As"": 1.0, ""O"": 4.0}",165.9,#808080,hexagonal,"{""system"": ""hexagonal"", ""scale"": [1.0, 1.0, 1.6], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Albertiniite,Fe2+(SO3)·3H2O,"{""Fe"": 1.0, ""S"": 1.0, ""O"": 6.0, ""H"": 6.0}",189.96,#556B2F,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Albite,Na(AlSi3O8),"{""Na"": 1.0, ""Al"": 1.0, ""Si"": 3.0, ""O"": 8.0}",262.24,#FFFFFF,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Albrechtschraufite,MgCa4F2[UO2(CO3)3]2·17-18H2O,"{""Mg"": 1.0, ""Ca"": 4.0, ""F"": 2.0, ""U"": 2.0, ""O"": 40.0, ""C"": 6.0, ""H"": 36.0}",1447.04,#FFFFFF,triclinic,"{""system"": ""triclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Alburnite,Ag8GeTe2S4,"{""Ag"": 8.0, ""Ge"": 1.0, ""Te"": 2.0, ""S"": 4.0}",1319.03,#A9A9A9,cubic,"{""system"": ""cubic"", ""scale"": [1.0, 1.0, 1.0], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Alcaparrosaite,K3Ti4+Fe3+(SO4)4O(H2O)2,"{""K"": 3.0, ""Ti"": 1.0, ""Fe"": 1.0, ""S"": 4.0, ""O"": 19.0, ""H"": 4.0}",657.29,#556B2F,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Aldermanite,[Mg(H2O)6][Na(H2O)2Al3(PO4)2(OH)6]·H2O,"{""Mg"": 1.0, ""H"": 24.0, ""O"": 23.0, ""Na"": 1.0, ""Al"": 3.0, ""P"": 2.0}",582.37,#FFFFFF,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Aleksite,PbBi2Te2S2,"{""Pb"": 1.0, ""Bi"": 2.0, ""Te"": 2.0, ""S"": 2.0}",944.48,#708090,hexagonal,"{""system"": ""hexagonal"", ""scale"": [1.0, 1.0, 1.6], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Alexearlite,Hg3(MoO4)S2,"{""Hg"": 3.0, ""Mo"": 1.0, ""O"": 4.0, ""S"": 2.0}",825.84,#FFFFFF,orthorhombic,"{""system"": ""orthorhombic"", ""scale"": [0.8, 1.0, 1.2], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Alexkhomyakovite,K6(Ca2Na)(CO3)5Cl·6H2O,"{""K"": 6.0, ""Ca"": 2.0, ""Na"": 1.0, ""C"": 5.0, ""O"": 21.0, ""Cl"": 1.0, ""H"": 12.0}",781.35,#FFFFFF,hexagonal,"{""system"": ""hexagonal"", ""scale"": [1.0, 1.0, 1.6], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Alflarsenite,NaCa2Be3Si4O13(OH)·2H2O,"{""Na"": 1.0, ""Ca"": 2.0, ""Be"": 3.0, ""Si"": 4.0, ""O"": 16.0, ""H"": 5.0}",503.58,#FFFFFF,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Alforsite,Ba5(PO4)3Cl,"{""Ba"": 5.0, ""P"": 3.0, ""O"": 12.0, ""Cl"": 1.0}",1007.01,#FFFFFF,hexagonal,"{""system"": ""hexagonal"", ""scale"": [1.0, 1.0, 1.6], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Alfredcasparite,Sr2TiO(Si2O7),"{""Sr"": 2.0, ""Ti"": 1.0, ""O"": 8.0, ""Si"": 2.0}",407.29,#FFFFFF,tetragonal,"{""system"": ""tetragonal"", ""scale"": [1.0, 1.0, 1.4], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Alfredopetrovite,Al2(Se4+O3)3·6H2O,"{""Al"": 2.0, ""Se"": 3.0, ""O"": 15.0, ""H"": 12.0}",542.94,#FFFFFF,hexagonal,"{""system"": ""hexagonal"", ""scale"": [1.0, 1.0, 1.6], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Alfredstelznerite,Ca4(H2O)4[B4O4(OH)6]4(H2O)15,"{""Ca"": 4.0, ""H"": 62.0, ""O"": 59.0, ""B"": 16.0}",1339.78,#FFFFFF,orthorhombic,"{""system"": ""orthorhombic"", ""scale"": [0.8, 1.0, 1.2], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Alicewilsonite-(YCe),Na2Sr2YCe(CO3)6·3H2O,"{""Na"": 2.0, ""Sr"": 2.0, ""Y"": 1.0, ""Ce"": 1.0, ""C"": 6.0, ""O"": 21.0, ""H"": 6.0}",864.36,#FFFFFF,triclinic,"{""system"": ""triclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Alicewilsonite-(YLa),Na2Sr2YLa(CO3)6·3H2O,"{""Na"": 2.0, ""Sr"": 2.0, ""Y"": 1.0, ""La"": 1.0, ""C"": 6.0, ""O"": 21.0, ""H"": 6.0}",863.15,#FFFFFF,triclinic,"{""system"": ""triclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Allanite-(Ce),CaCe(Al2Fe2+)[Si2O7][SiO4]O(OH),"{""Ca"": 1.0, ""Ce"": 1.0, ""Al"": 2.0, ""Fe"": 1.0, ""Si"": 3.0, ""O"": 13.0, ""H"": 1.0}",583.29,#556B2F,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Allanite-(La),CaLa(Al2Fe2+)[Si2O7][SiO4]O(OH),"{""Ca"": 1.0, ""La"": 1.0, ""Al"": 2.0, ""Fe"": 1.0, ""Si"": 3.0, ""O"": 13.0, ""H"": 1.0}",582.08,#556B2F,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Allanite-(Nd),CaNd(Al2Fe2+)[Si2O7][SiO4]O(OH),"{""Ca"": 1.0, ""Nd"": 1.0, ""Al"": 2.0, ""Fe"": 1.0, ""Si"": 3.0, ""O"": 13.0, ""H"": 1.0}",587.41,#556B2F,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Allanite-(Sm),CaSm(Al2Fe2+)(Si2O7)(SiO4)O(OH),"{""Ca"": 1.0, ""Sm"": 1.0, ""Al"": 2.0, ""Fe"": 1.0, ""Si"": 3.0, ""O"": 13.0, ""H"": 1.0}",593.53,#556B2F,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Allanite-(Y),CaY(Al2Fe2+)(Si2O7)(SiO4)O(OH),"{""Ca"": 1.0, ""Y"": 1.0, ""Al"": 2.0, ""Fe"": 1.0, ""Si"": 3.0, ""O"": 13.0, ""H"": 1.0}",532.08,#556B2F,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Allanpringite,Fe3+3(PO4)2(OH)3·5H2O,"{""Fe"": 3.0, ""P"": 2.0, ""O"": 16.0, ""H"": 13.0}",498.59,#556B2F,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Allantoin,C4H6N4O3,"{""C"": 4.0, ""H"": 6.0, ""N"": 4.0, ""O"": 3.0}",158.13,#FFFFFF,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Allendeite,Sc4Zr3O12,"{""Sc"": 4.0, ""Zr"": 3.0, ""O"": 12.0}",645.5,#FFFFFF,hexagonal,"{""system"": ""hexagonal"", ""scale"": [1.0, 1.0, 1.6], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Allochalcoselite,Cu1+Cu2+5PbO2(SeO3)2Cl5,"{""Cu"": 6.0, ""Pb"": 1.0, ""O"": 8.0, ""Se"": 2.0, ""Cl"": 5.0}",1051.67,#FFFFFF,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Alloclasite,CoAsS,"{""Co"": 1.0, ""As"": 1.0, ""S"": 1.0}",165.91,#FFD700,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Almandine,Fe2+3Al2(SiO4)3,"{""Fe"": 3.0, ""Al"": 2.0, ""Si"": 3.0, ""O"": 12.0}",497.78,#556B2F,cubic,"{""system"": ""cubic"", ""scale"": [1.0, 1.0, 1.0], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Alpersite,Mg(SO4)·7H2O,"{""Mg"": 1.0, ""S"": 1.0, ""O"": 11.0, ""H"": 14.0}",246.48,#FFFFFF,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Alstonite,BaCa(CO3)2,"{""Ba"": 1.0, ""Ca"": 1.0, ""C"": 2.0, ""O"": 6.0}",297.43,#FFFFFF,hexagonal,"{""system"": ""hexagonal"", ""scale"": [1.0, 1.0, 1.6], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Altaite,PbTe,"{""Pb"": 1.0, ""Te"": 1.0}",334.8,#FFFFFF,cubic,"{""system"": ""cubic"", ""scale"": [1.0, 1.0, 1.0], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.0}}"
Althupite,AlTh(UO2)7(PO4)4O2(OH)5·15H2O,"{""Al"": 1.0, ""Th"": 1.0, ""U"": 7.0, ""O"": 52.0, ""P"": 4.0, ""H"": 35.0}",2916.39,#FFFFFF,triclinic,"{""system"": ""triclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Altisite,Na3K6Ti2Al2Si8O26Cl3,"{""Na"": 3.0, ""K"": 6.0, ""Ti"": 2.0, ""Al"": 2.0, ""Si"": 8.0, ""O"": 26.0, ""Cl"": 3.0}",1200.34,#FFFFFF,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Aluminite,Al2(SO4)(OH)4·7H2O,"{""Al"": 2.0, ""S"": 1.0, ""O"": 15.0, ""H"": 18.0}",344.16,#FFFFFF,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Aluminium,Al,"{""Al"": 1.0}",26.98,#FFFFFF,cubic,"{""system"": ""cubic"", ""scale"": [1.0, 1.0, 1.0], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.0}}"
Aluminocoquimbite,Al2Fe2(SO4)6(H2O)12·9H2O,"{""Al"": 2.0, ""Fe"": 2.0, ""S"": 6.0, ""O"": 45.0, ""H"": 42.0}",1120.36,#556B2F,hexagonal,"{""system"": ""hexagonal"", ""scale"": [1.0, 1.0, 1.6], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Aluminomagnesiohulsite,Mg2AlO2(BO3),"{""Mg"": 2.0, ""Al"": 1.0, ""O"": 5.0, ""B"": 1.0}",166.41,#FFFFFF,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Alumino-oxy-rossmanite,Al3Al6(Si5AlO18)(BO3)3(OH)3O,"{""Al"": 10.0, ""Si"": 5.0, ""O"": 31.0, ""B"": 3.0, ""H"": 3.0}",941.7,#FFFFFF,hexagonal,"{""system"": ""hexagonal"", ""scale"": [1.0, 1.0, 1.6], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Aluminopyracmonite,(NH4)3Al(SO4)3,"{""N"": 3.0, ""H"": 12.0, ""Al"": 1.0, ""S"": 3.0, ""O"": 12.0}",369.29,#FFFFFF,hexagonal,"{""system"": ""hexagonal"", ""scale"": [1.0, 1.0, 1.6], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Aluminosugilite,KNa2Al2Li3Si12O30,"{""K"": 1.0, ""Na"": 2.0, ""Al"": 2.0, ""Li"": 3.0, ""Si"": 12.0, ""O"": 30.0}",976.94,#FFFFFF,hexagonal,"{""system"": ""hexagonal"", ""scale"": [1.0, 1.0, 1.6], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Aluminotaipingite-(CeCa),(Ce6Ca3)Al(SiO4)3[SiO3(OH)]4F3,"{""Ce"": 6.0, ""Ca"": 3.0, ""Al"": 1.0, ""Si"": 7.0, ""O"": 28.0, ""H"": 4.0, ""F"": 3.0}",1693.6,#FFFFFF,hexagonal,"{""system"": ""hexagonal"", ""scale"": [1.0, 1.0, 1.6], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Alum-(K),KAl(SO4)2·12H2O,"{""K"": 1.0, ""Al"": 1.0, ""S"": 2.0, ""O"": 20.0, ""H"": 24.0}",474.39,#FFFFFF,cubic,"{""system"": ""cubic"", ""scale"": [1.0, 1.0, 1.0], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.0}}"
Alum-(Na),NaAl(SO4)2·12H2O,"{""Na"": 1.0, ""Al"": 1.0, ""S"": 2.0, ""O"": 20.0, ""H"": 24.0}",458.28,#FFFFFF,cubic,"{""system"": ""cubic"", ""scale"": [1.0, 1.0, 1.0], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.0}}"
Alumoedtollite,K2NaCu5AlO2(AsO4)4,"{""K"": 2.0, ""Na"": 1.0, ""Cu"": 5.0, ""Al"": 1.0, ""O"": 18.0, ""As"": 4.0}",1033.6,#FFFFFF,triclinic,"{""system"": ""triclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Alumohydrocalcite,CaAl2(CO3)2(OH)4·4H2O,"{""Ca"": 1.0, ""Al"": 2.0, ""C"": 2.0, ""O"": 14.0, ""H"": 12.0}",354.16,#FFFFFF,triclinic,"{""system"": ""triclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Alumoklyuchevskite,K3Cu2+3AlO2(SO4)4,"{""K"": 3.0, ""Cu"": 3.0, ""Al"": 1.0, ""O"": 18.0, ""S"": 4.0}",751.17,#FFFFFF,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
